user_id,text_duplicate,final
1.175422048019071e+18,@Pranaliikale @mybmc @PMOIndia @HMOIndia @MoHFW_INDIA @CMOMaharashtra @rajeshtope11 @mayor_mumbai @mybmcHealthDept @mybmcPHD @PIBMumbai People that hv recovered hv been killed when community learned they had coronavirus. Fear is making people do horrible things so we need 2 hide the personal details &amp; addresses of people. If someone in ur family had virus would u want the world knowing where you lived?,people hv recover hv kill community learn coronavirus fear make people do horrible thing need 2 hide the personal detail amp address people someone ur family virus would u want the world know live
59552256.0,The @NETNewsNebraska Town Hall kicks off with a look at how the #coronavirus is affecting Nebraskans from business to health and education across the state. https://t.co/fdAfQD7YVI,the town hall kick look at the coronavirus affect nebraskan from business to health education across the state
1.1576784503810662e+18,"@realDonaldTrump doesn’t care about the #RestaurantIndustry - We #Chef’s and #Restauranteur’s need to make sure we aren’t forgotten or discarded, we want to bring back our employees https://t.co/SIZKX1AYnl",care the restaurantindustry chef  restauranteur  need to make sure  forgotten discard want to bring back employee
310963993.0,"BREAKING NEWS: Burundi is the only African country without any case of coronavirus. When the Minister Of Health was asked about the secret behind the zero case of covid-19, this is what he had to say; ""It is very simple. We don't have the testing kits.""",break news burundi the african country without case coronavirus the minister health ask the secret behind the zero case covid19 to say simple dont the test kit
16060735.0,"Day 4 of #Coronavirus self-quarantine. 

Decided to go full Lebowski this morning ‘cause, like my old drum instructor Bobby Thompson used to say, “it was colder than a witch’s tit in a brass bra.” 

I loved Mr. T.… https://t.co/8kXAnqYIVM",day 4 coronavirus selfquarantine decide to go full lebowski morning ‘ cause like old drum instructor bobby thompson use to say  colder witch  tit brass bra  love mr t…
979516284.0,"Wow, now we're going to see rampant releases and woeful disregard for the lives of those who live near polluting facilities and hazardous substances. 
And how are they going to get this genie back in the bottle? Ok Governors it's up to you now😱

https://t.co/UzIe33JuFk",wow go to see rampant release woeful disregard the life live near pollute facility hazardous substance go to get genie back the bottle ok governor to
439738531.0,"Who will be answering the call....again...

US Army asks retired troops to help fight coronavirus outbreak https://t.co/0qOhWDWyUJ @MailOnline",answer the callagain u army asks retire troop to help fight coronavirus outbreak
555367146.0,"Other states are letting landlords kick people out of their homes during a pandemic and the sharpest rise in unemployment since the Great Depression. Not here, jerks.

Wichita apartment owner backs off eviction warning after new Kelly coronavirus order

https://t.co/BpOlOFtBWp",state let landlord kick people out home pandemic the sharpest rise unemployment since the great depression jerk wichita apartment owner back eviction warn new kelly coronavirus order
26660385.0,Coronavirus got the game fucked up b,coronavirus get the game fuck b
60924526.0,@Lilianfleming13 @lukeskywaffles @jaketapper Here. And here https://t.co/IAYz2oQPp0 https://t.co/YyHCQGPaTW,
90895234.0,You can judge how much Obamacare sucked by how many ventilators and masks we DID NOT have for our population. #COVID2019 #coronavirus,judge much obamacare suck many ventilator mask population covid2019 coronavirus
8.976945210892943e+17,Nurses Share Coronavirus Stories Anonymously in an Online Document https://t.co/gPbFv24aQc,nurse share coronavirus story anonymously online document
600254330.0,"Damn it man!
https://t.co/jK5FI6STCE",damn man
517966175.0,"Today is day 88 of the Coronavirus. This virus is the great equalizer. 
https://t.co/rqT0Akd4Qw",today day 88 the coronavirus virus the great equalizer
707727800.0,"Interesting idea by legendary activist investor
CNN: Bill Ackman: Shut down the economy for a month.
https://t.co/t5Swhb4ZGn

via @GoogleNews",interest idea legendary activist investor cnn bill ackman shut the economy month via
1256460218.0,the coronavirus really giving every latinx family a run for their money...,the coronavirus really give every latinx family run money
263504232.0,Please join me in encouraging NC officials to implement a shelter-in-place to stop the spread of coronavirus! https://t.co/bfMrWkdJ0p,please join encourage nc official to implement shelterinplace to stop the spread coronavirus
8.656841243501404e+17,"“CHECKING ON YOUR RELATIVES"" DURING CORONAVIRUS QUARANTINE by Rodia Comedy https://t.co/8gVDhuxmvQ via @YouTube",check your relative coronavirus quarantine rodia comedy via
66605461.0,Had a hangover today got home threw up and was thinking I hope this not coronavirus 😂😂😂,hangover today get home threw think hope coronavirus
240939819.0,"@Ralphy_T_ @gearup25 @SykesCharlie @BillKristol @BulwarkOnline Bingo!  The problem isn't that Trump doesn't know what the  what the right path is–it's that he refuses to take it.  It's the same way that @TheDemocrats and @JoeBiden see our healthcare system fail to handle the #coronavirus outbreak, yet do their damnedest to stop #Medicare4All",bingo the problem isnt trump doesnt know the the right path is–its refuse to take the way see healthcare system fail to handle the coronavirus outbreak yet do damnedest to stop medicare4all
22715327.0,I do not have coronavirus by the way lol might as well clear that up before i get jumped,do coronavirus the way lol might well clear get jumped
1598574949.0,"Nothing other than a horrific disaster and what Trump is peddling is not just nonsense, but extremely dangerous.

Then, what does he care?

https://t.co/MBx4SQGIEW",nothing horrific disaster trump peddle nonsense extremely dangerous care
1598574949.0,"What kind of psychotic path is Trump going down this week?

Start waking up!
https://t.co/pgsdAdqWD5",kind psychotic path trump go week start wake
1598574949.0,"Far beyond perfect, but a reminder that grandstanding is so far beyond dangerous...

Whether it be some fascist nut or a Bernie Commie, not acceptable!
 https://t.co/Lx8ErxOzGn",far beyond perfect reminder grandstand far beyond dangerous whether fascist nut bernie commie acceptable
341764277.0,‘People Are Dying’: 72 Hours Inside a N.Y.C. Hospital Battling Coronavirus https://t.co/qT1Vge5xch,‘ people die  72 hour inside nyc hospital battling coronavirus
3191212622.0,If you’re an artist and have taken a financial hit due to COVID-19 I recommend reading this article. https://t.co/E8iu69vtex,artist take financial hit due to covid19 recommend reading article
9199472.0,The newest white people trend is having photographers come take photos of their families on their porches while they’re quarantined so they can “remember this time together” #coronavirus https://t.co/Ax2Pu7lgHU,the new white people trend photographer come take photo family porch  quarantine  remember time together  coronavirus
1.1052856836677591e+18,"It’s made running for office harder, but the coronavirus crisis has highlighted the importance of state and local governments. When Americans have sought steady leadership, they have most often found it in those officials than in the federal government. https://t.co/GV9dSSurYa",make run office harder the coronavirus crisis highlight the importance state local government american sought steady leadership often found official the federal government
1.2004585213027123e+18,@BarackBackAtcha ...MY DIRECT PHONE NUMBER...WHICH YOU ALREADY KNOW IS 816-490-3207 AND THATZ A RECENTLY NEW NUMBER FOR MYSELF TOO THAT IVE ONLY HAD FOR LESS THAN A MONTH AND I GOT YOUR TEXT MESSAGE FROM THE AREA CODE 405 ALSO WARNING ABOUT THE CORONAVIRUS TOO AND YOU SAID YOU...,direct phone numberwhich already know 8164903207 thatz recently new number ive less month get your text message from the area code 405 also warn the coronavirus say
305030732.0,#Zoom #Coronavirus #Culture How to celebrate your birthday while social distancing https://t.co/MicTESqxYG https://t.co/718Td3z4nd,zoom coronavirus culture to celebrate your birthday social distance
15723220.0,We're going to get through this. You can too. I promise.  #coronavirus #COVID19 #leadership #communications #strategy,go to get promise coronavirus covid19 leadership communication strategy
178193641.0,Thrilled to see HAMS Network (@harm_reduction) getting so much love this week- first in @Filtermag_org and now in @nytimes! Online support saves lives! https://t.co/Hh3RFjPlNX,thrill to see ham network get much love week first online support save life
494294806.0,Going to catch up with my buddy Sean from @thetourguy Friday 9am PDT on Instagram #coronavirus #StayAtHomeChallenge #travel #italytravel https://t.co/FoJ1fjGmwq https://t.co/1zPd9TXmAs,go to catch buddy sean from friday 9am pdt instagram coronavirus stayathomechallenge travel italytravel
59944189.0,"These are the #coronavirus #covid19 #rulesofsurvival  please #besafe #staysafe and #keepsmiling #wegotthis @ Reno, Nevada https://t.co/yQgltbcfAY",the coronavirus covid19 rulesofsurvival please besafe staysafe keepsmiling wegotthis reno nevada
9.366455351041516e+17,"Keep informed of everything you need to know about the coronavirus, the stats, breaking news, latest updates, etc.
https://t.co/TQnyuGA6p2",keep inform everything need to know the coronavirus the stats break news late update etc
1223398742.0,"Because of the coronavirus workers of @ChipotleTweets are walking orders out to people sitting in their cars. Tonight, it is raining, the parking lot of Chipotle is full, and I have been watching the same girl walk orders to cars in the rain for the last 30 minute with a smile! https://t.co/itmHK5s2Bz",the coronavirus worker walk order out to people sit car tonight rain the parking lot chipotle full watch the girl walk order to car the rain the last 30 minute smile
1.0964948096138281e+18,"If you missed the town hall meeting, @GainesvilleGov Facebook- https://t.co/v5wyg4XiEr has a recording of the live meeting where you can still watch for Coronavirus updates. @WUFTNews https://t.co/emf9W5c0jP",miss the town hall meeting facebook record the live meeting still watch coronavirus update
1.0497080381001441e+18,"Raider Nation: this is getting #political. The #stadium might be #delayed because the crew is getting #COVIDー19 #coronavirus #raidernation 

Today is my birthday, so let’s #VIOLATE the #LAW &amp; you’re all invited to a #Satanic #PARTY! #Satan

52s Video: https://t.co/NyJqlgrO9h https://t.co/tXuofMH6Jh",raider nation get political the stadium might delayed the crew get covid19 coronavirus raidernation today birthday let  violate the law amp  invite to satanic party satan 52s video
2398663878.0,Protect yourself!   #coronavirus #COVID2019 https://t.co/iJHYDGHihi,protect coronavirus covid2019
457213005.0,Has anyone tried praying away the Coronavirus? I thought prayers healed!,anyone try pray away the coronavirus thought prayer heal
1.0236794219857633e+18,"Please pay more attention, they been knew about this virus. If you look on the back of your Clorox wipes it say “HUMAN CORONAVIRUS”",please pay attention knew virus look the back your clorox wipe say  human coronavirus
298798289.0,"Yeah! #Nantucket
STAY HOME SAFE LIVES
COVID-19 cases in Mass.
https://t.co/H4pbcVp6LN
#Boston #Celtics #Bruins #RedSox #Patriots #massachusetts #rhodeisland #connecticut #ct #newyorkcity #newyork #nyc #ack… https://t.co/bfD5gKmaSU",yeah nantucket stay home safe life covid19 case mass boston celtic bruin redsox patriot massachusetts rhodeisland connecticut ct newyorkcity newyork nyc ack…
861727430.0,"Understated
https://t.co/qaHXb2rIxI",understated
142476178.0,"A unique perspective - I attended a conference a few weeks ago. Two days after returning to Maryland - the organization that sponsored the event notified all 1,100 attendees that someone “presumptively” tested positive for the #coronavirus Eventhough the CDC had NOT yet confirmed",unique perspective attend conference week ago two day return to maryland the organization sponsor the event notify 1100 attendee someone  presumptively  test positive the coronavirus eventhough the cdc yet confirm
7.83998597108863e+17,i hope the government was pranking us and this coronavirus was an april fools joke this whole time so we can go back to the way our lives were before,hope the government prank u coronavirus april fool joke whole time go back to the way life
2418075041.0,"Coronavirus live blog: 10 new deaths reported in Mass., total confirmed cases rises to 2,417 https://t.co/MlFxVoILJN",coronavirus live blog 10 new death report mass total confirm case rise to 2417
1.1796284427377582e+18,"Nobody: .....

#coronavirus : https://t.co/Beyu1f1WaD",nobody coronavirus
20274347.0,It’s disturbing watching Trump’s discourse next to pieces like this. —&gt; ‘People Are Dying’: Battling Coronavirus Inside a N.Y.C. Hospital | NYT ... https://t.co/1jTcnql1U9 via @YouTube,disturb watch trump  discourse next to piece like gt ‘ people die  battling coronavirus inside nyc hospital nyt via
555784226.0,Nearly 3 dozen who attended event at Arkansas church test positive for coronavirus https://t.co/9sBke12rDF via @nbcnews,nearly 3 dozen attend event at arkansas church test positive coronavirus via
15771714.0,"#ReleaseThemNow #DSASF Coronavirus: SF district attorney, activists, doctors call for ICE to release undocumented immigrants https://t.co/JBfzOUlilq",releasethemnow dsasf coronavirus sf district attorney activist doctor call ice to release undocumented immigrant
622018958.0,"Pass this along to all business people for help during this crisis.  Tomorrow we will learn more after US House actions. 
 
https://t.co/bkjSf61RCs
for general information… https://t.co/DVBbwvAvYz",pas along to business people help crisis tomorrow learn u house action general information…
9.038846548050412e+17,"If corporations are ready to let people die, maybe we the people should be ready to let a few corporations die?? 

#coronavirus #DeathPanels #StimulusPlan",corporation ready to let people die maybe the people ready to let corporation die coronavirus deathpanels stimulusplan
1906203054.0,"New antibody tests can detect whether people have had the coronavirus after they recover, but scientists still aren't sure whether people can get reinfected https://t.co/boZcsBYOq9 via @businessinsider",new antibody test detect whether people the coronavirus recover scientist still arent sure whether people get reinfected via
15392959.0,"Tune now we talking to our mama @MamaJones1 about #coronavirus on @DamatrixStudio with @tishluv youngskate767 @ New York, New York https://t.co/RqUQG5903N",tune talk to mama coronavirus youngskate767 new york new york
203794279.0,"500,000 worldwide are test-positive &amp; 24,000 people have died from #COVID19, that's a .048% #mortalityrate
IF only 10% of USA is infected with #coronavirus , a 048% rate means 1.6 million Americans could die
#StayAtHome 
#trumpVirus
#maga
#CongratulationsAmerica
#trumpisafuckup",500000 worldwide testpositive amp 24000 people die from covid19 thats 048 mortalityrate 10 usa infect coronavirus 048 rate mean 16 million american could die stayathome trumpvirus maga congratulationsamerica trumpisafuckup
2272352934.0,"@realDonaldTrump Yet Trump is still putting out his bullshit, a word he loves to use, to try n make him look good. Don't listen to him America. 

US now has most reported coronavirus cases in the world

https://t.co/x4rSaJQOrR",yet trump still put out bullshit word love to use to try n make look good dont listen to america u report coronavirus case the world
16289476.0,If you’re not from Texas you don’t have the pleasure of shopping for groceries at @HEB  but here is a brief taste at why they are so amazing. https://t.co/1pvPzUC2xY,from texas  the pleasure shopping grocery at brief taste at amaze
18049736.0,"@realDonaldTrump This is how a true leader talks to her country.
https://t.co/K9Piq5tGap",true leader talk to country
274402062.0,"Hope this is not some sight of bio chemical warfare all along 🤷🏻‍♂️ #diabolical #china #coronavirus #usa #nyc #america #WhiteHouse #trump 
23 sailors on #USNavy aircraft carrier test positive for coronavirus - #ABCNews https://t.co/VPEkmPYp9u via @ABC",hope sight bio chemical warfare along ‍ diabolical china coronavirus usa nyc america whitehouse trump 23 sailor usnavy aircraft carrier test positive coronavirus abcnews via
241533447.0,What Africa can teach the world about beating the coronavirus (opinion) - CNN https://t.co/KLgsvJYMw7,africa teach the world beating the coronavirus opinion cnn
44135120.0,#Coronavirus @ The Whole Wide World https://t.co/aGe0xmLmtw,coronavirus the whole wide world
805275882.0,"@PhillyD I believe #AprilFoolsDay 2020 should be forgiven. Since 
1) most victims may be locked
2) some garbage people may use #coronavirus pranks #noaprilfoolsday",believe aprilfoolsday 2020 forgiven since 1 victim may lock 2 garbage people may use coronavirus prank noaprilfoolsday
7.45146180263252e+17,"Haven’t heard birds chirping so happily outside  my apartment  in years ! Does nature like corona ? Have you had any similar  experiences? Are WE the virus that Mother Nature is trying to work on ? 
#naturelikescorona #CoronavirusOubreak #coronavirus #COVID19 https://t.co/JjhgmoQ2BZ",heard bird chirp happily outside apartment year nature like corona similar experience the virus mother nature try to work naturelikescorona coronavirusoubreak coronavirus covid19
7.577422312518451e+17,"@NPR You're telling me that a country with well over 4 times the US population has fewer cases of Coronavirus? Yeah, I don't buy it. https://t.co/6t9BqlrmeG",youre tell country well 4 time the u population few case coronavirus yeah dont buy
9832802.0,Okay WTF????  https://t.co/rwirT7op7D   Precious commodities ??#COVID19 #coronavirus #pricegouging,okay wtf precious commodity covid19 coronavirus pricegouging
832666694.0,"Essentially Quaran’Ting 🦠 

#Hypnotix #CoronaVirus #NewYorkCity #MaskOn #BacktoVibes #Caribbean #Musician #SingleFather #Technician #Artistic #Hygiene #Queens @ Queens, New York https://t.co/vsDTSITKOI",essentially quaran  ting hypnotix coronavirus newyorkcity maskon backtovibes caribbean musician singlefather technician artistic hygiene queen queen new york
3421574187.0,"I WANNA SEE YOURS!!....and something other than the coronavirus!!

This should be fun!  Post a picture of you as a kid and a current picture.  Let's see how much we've changed. https://t.co/j6msGy3hmr",wan na see yoursand something the coronavirus fun post picture kid current picture let see much weve change
855240870.0,The U.S. now has more cases of the coronavirus than any other country. Mute me please. I am about to go bananas. Mother fucking stay inside.,the u case the coronavirus country mute please to go banana mother fuck stay inside
1.0830593492437852e+18,"Fuck this.. #biking is definitely NOT for me... Moving on to next on my #coronavirus #SocialDistancing list. 
#Rollerblading!!
😄😁",fuck biking definitely move to next coronavirus socialdistancing list rollerblade
1.0830593492437852e+18,Number of confirmed COVID-19 cases in Alabama crosses 500 https://t.co/S4u1SKdODr via @Fox10News,number confirm covid19 case alabama cross 500 via
2887610266.0,"Confirmed #coronavirus cases in the United States reached 81,378 on Thursday, more than any other country, overtaking both Italy and China, a Reuters tally showed. It comes at U.S. death toll surpasses 1,000. https://t.co/syxLLiSR56",confirm coronavirus case the united state reach 81378 thursday country overtake italy china reuters tally show come at u death toll surpasses 1000
1168176716.0,"@Pit_Master Whereas those who were infected by Coronavirus didn’t choose to die, Jones had multiple chances to straighten up and fly right, but did not yet again. When is enough enough?",whereas infect coronavirus  choose to die jones multiple chance to straighten fly right yet enough enough
202319176.0,Are we being played #coronavirus https://t.co/x44nRTuIAk,played coronavirus
202319176.0,What is really going on #coronavirus https://t.co/AM1wm8DqjF,really go coronavirus
8.049152573531955e+17,"@RBReich @pjnav Navarro on CNN playing Trump’s victim game. Trump &amp; Co are responsible 4 everything good &amp; absolutely nothing bad. Navarro whining about conditions in 2009 as the reason coronavirus is crushing America. These reality TV, turned govt leaders R ignorant fools &amp; they R costing lives",navarro cnn play trump  victim game trump amp co responsible 4 everything good amp absolutely nothing bad navarro whine condition 2009 the reason coronavirus crush america reality tv turn govt leader r ignorant fool amp r cost life
17718523.0,My “New Normal.” #coronavirus #masks #rubbergloves #covıd19 #exerciseroutine #protectyourself #pandemic2020 @ Ralphs https://t.co/JJUF5o61oo,new normal  coronavirus mask rubbergloves covıd19 exerciseroutine protectyourself pandemic2020 ralphs
54666711.0,I’m over the coronavirus. Give me back my usual routine,the coronavirus give back usual routine
799531411.0,Nearly 3 dozen who attended event at Arkansas church test positive for coronavirus https://t.co/4zHZJpPi6W via @nbcnews #ShutDownReligion,nearly 3 dozen attend event at arkansas church test positive coronavirus via shutdownreligion
3507528435.0,"Missing my turtle races right about now. 
Who else is ready to get back to work?
#turtleraces #coronavirus #shutdown #imissmyjob #toro #dj #mc #fortworth #7thstreet #whiskeygarden #host #club #funnights #roombawars @… https://t.co/jcKxOm6kuZ",miss turtle race right else ready to get back to work turtleraces coronavirus shutdown imissmyjob toro dj mc fortworth 7thstreet whiskeygarden host club funnights roombawars …
850583546.0,If coronavirus is affecting your job check out the CalMatters interview with the chief of EDD and the California Labor Commissioner https://t.co/b1eVfHljz7,coronavirus affect your job check out the calmatters interview the chief edd the california labor commissioner
8.052314166446039e+17,Check out: https://t.co/CqICjevVu4 This might be worth a look. Gotta see Billie Joe from Green Day.,check out might worth look get ta see billie joe from green day
51111402.0,Yay! What better way to spend quarantined time! @BTS_twt https://t.co/HDSXpYAhD2,yay well way to spend quarantine time
16108971.0,Coronavirus reported at High Desert State Prison in Nevada - https://t.co/wUqA3WtZBB,coronavirus report at high desert state prison nevada
2820485174.0,Honest Government Ad | Coronavirus: Flatten The Curve https://t.co/Egnn7hBoni via @YouTube,honest government ad coronavirus flatten the curve via
8.190096966905651e+17,. @drunkhistory will get America through #coronavirus,get america coronavirus
1.194805580424192e+18,"Pastor Who Denounced Coronavirus As Anti-Trump Dies From Coronavirus...

https://t.co/BDutZ5hkiK",pastor denounce coronavirus antitrump dy from coronavirus
250977033.0,"Disgusting, truly: EPA suspends enforcement of environmental laws amid coronavirus https://t.co/vzv04w38Bp",disgust truly epa suspends enforcement environmental law amid coronavirus
636274868.0,"@MrCasey62 @MrsCasey6 As humans our nature is to long for heaven and to fear hell. Therefore, I would venture to guess there are fewer people in the history of the Church who could make an act of perfect contrition than will die from Coronavirus.",human nature to long heaven to fear hell therefore would venture to guess few people the history the church could make act perfect contrition die from coronavirus
36976825.0,Someone plz tell me how ya just happen to find 39mil masks is storage?!? #COVID2019 #coronavirus #PrepperTalk,someone plz tell ya happen to find 39mil mask storage covid2019 coronavirus preppertalk
1296232519.0,"I hope for #Easter2020 , #coronavirus will Surrender to U.S President Donald Trump",hope easter2020 coronavirus surrender to u president donald trump
1344439789.0,"Get well Legend.

https://t.co/WKe8N8VBl2",get well legend
280335215.0,@realDonaldTrump Doctor gives rare look into 'apocalyptic' scene inside hospital  https://t.co/rbAi23zDKl,doctor give rare look apocalyptic scene inside hospital
40907388.0,"Lol. We’re No 1 is trending. Smdh 

#coronavirus",lol  no 1 trend smdh coronavirus
19475776.0,"We’re fighting #coronavirus but greed virus is far worse, more widespread &amp; can’t be vaccinated, cured or contained. We can quarantine our electeds from big moneyed interests or we can remind them they work for us as we vote them the out! #PeopleOverProfit https://t.co/hZLa69SaC6",fight coronavirus greed virus far bad widespread amp  vaccinate cure contain quarantine electeds from big moneyed interest remind work u vote the out peopleoverprofit
32783084.0,10 times Trump downplayed the coronavirus https://t.co/24yD46402w via @YouTube,10 time trump downplayed the coronavirus via
32783084.0,Coronavirus: A quarter of the world’s population in lockdown - BBC News https://t.co/wiSteoIZw9 via @YouTube,coronavirus quarter the world  population lockdown bbc news via
27953251.0,"Tonight Geogia's #govkemp will hold a statewide townhall.

Reposted from @tracyehutchins Georgia unites in the fight against coronavirus. @wsbtv, @FOX5Atlanta, @cbs46, 11alivenews, mygpb &amp; @univision34ATL join… https://t.co/PpWGBVrZ3h",tonight geogias govkemp hold statewide townhall reposted from georgia unites the fight coronavirus 11alivenews mygpb amp join…
98321467.0,"On second thought, maybe people just need to watch some you tube videos on exponential growth.... Way to go USA! https://t.co/dbThe3a72c",second thought maybe people need to watch tube video exponential growth way to go usa
9.001375301878088e+17,"@ColourPopCo I have baby got peach 🍑
After the coronavirus dies down and I start getting checks again, I want to get Truly Madly Deeply 💕 I'm just starting to learn how to play with color!",baby get peach the coronavirus dy start get check want to get truly madly deeply im start to learn to play color
53357430.0,#tbt This was my last workout with my client Piyush before the gyms all closed due to the #coronavirus pandemic. He recently got back to #weighttraining🏋️‍♀️ after taking almost a year off. I really hope people are… https://t.co/uepzvEE3bu,tbt last workout client piyush the gym close due to the coronavirus pandemic recently get back to weighttraining‍ take almost year really hope people are…
1.2381622045806019e+18,"Ga Gov: Please stay home guys this is a huge risk! People can carry covid19 even if there’s no symptoms!

Us: Lol wtf no

Us: Please Brian Kemp shut down the state! I am begging you! People won’t stop going outside and 8 people has died since noon

Ga Gov: Lol wtf no
#coronavirus",ga gov please stay home guy huge risk people carry covid19 even  no symptom u lol wtf no u please brian kemp shut the state beg people  stop go outside 8 people die since noon ga gov lol wtf no coronavirus
230855347.0,"Story w/@jadelson: Louisiana is taking drastic steps to increase its health care capacity to prepare for a surge in coronavirus patients. The linchpin: putting 1,120 beds in the New Orleans convention center. #lalege #lagov https://t.co/UCsbRPZnKi",story w louisiana take drastic step to increase health care capacity to prepare surge coronavirus patient the linchpin put 1120 bed the new orleans convention center lalege lagov
14308635.0,"Questioning why athletes and entertainers get paid millions when apparently they are not as “essential” as health care professionals, restaurant cooks, delivery drivers and grocery store employees. 🤔 #COVID19 #coronavirus https://t.co/JPknnQhYIX",question athlete entertainer get paid million apparently  essential  health care professional restaurant cook delivery driver grocery store employee covid19 coronavirus
1.2126127286840238e+18,"@Efrain_Vargas I am Leah. Lady of the Lake Oswego. Bringer of the coronavirus. Fear me, for I shall be a good trial run. 
😳",leah lady the lake oswego bringer the coronavirus fear shall good trial run
794425086.0,"That's what I thought. Plus I live in a town right on I80 very close to NYC. They come here to shop because we have no tax on food or clothing?
Mardi Gras may have fueled spike in New Orleans coronavirus cases, official says

https://t.co/c7zF4Kc24l",thats thought plus live town right i80 close to nyc come to shop no tax food clothing mardi gras may fuel spike new orleans coronavirus case official say
794425086.0,"A flight attendant dies, and colleagues are 'very much on edge'

https://t.co/N9cLQDR9Ao",flight attendant dy colleague much edge
794425086.0,"I am too!
More than 100 employees at 3 Boston hospitals have tested positive for coronavirus

https://t.co/s6xZFSeY3B",100 employee at 3 boston hospital test positive coronavirus
794425086.0,"Cases explode in Michigan but states outside of the hotspots can't get supplies

https://t.co/pl4Wd2OTMt",case explode michigan state outside the hotspot cant get supply
794425086.0,"Georgia's hardest-hit hospital says its intensive care units are filled with 'critically ill' coronavirus patients

https://t.co/K0Kw40bHIA",georgia hardesthit hospital say intensive care unit fill critically ill coronavirus patient
794425086.0,"The Refrigerator Truck to..
At least 13 patients have died from coronavirus over 24 hours at a New York hospital

https://t.co/5rwu7cWTPR",the refrigerator truck to at least 13 patient die from coronavirus 24 hour at new york hospital
794425086.0,"I'm not worried about it! Then your responsible for what's happening!
At least 13 patients have died from coronavirus over 24 hours at a New York hospital

https://t.co/5rwu7cWTPR",im worried your responsible whats happen at least 13 patient die from coronavirus 24 hour at new york hospital
585054885.0,🛑The US now has more coronavirus cases than China #Topbuzz https://t.co/1sJJZvtXOg ***Something not passing the smell test.,the u coronavirus case china topbuzz something passing the smell test
585054885.0,🛑NY Times Model Predicts Tens of Millions More Coronavirus Infections If Trump's Easter Deadline Met #Topbuzz https://t.co/9HIVkNP8P7,ny time model predicts ten million coronavirus infection trump easter deadline met topbuzz
19878701.0,"#LADIES: When this #coronavirus #quarantine ends... 😂 😂 😂 😂 😂 @ Atlanta, Georgia https://t.co/Ui9zMuKsts",lady coronavirus quarantine end atlanta georgia
8.827009921140204e+17,"Absolutely love the friendship I have with Dr. Rick McGuire who demonstrates an amazing Serviam spirit!!! Check out this article about sport psych, scripture and Coronavirus. #ChallengesMakeUsBearStrong @ursulinedallas @UrsulineSports @TAPPSbiz  https://t.co/lZnMQn4FJn",absolutely love the friendship dr rick mcguire demonstrates amaze serviam spirit check out article sport psych scripture coronavirus challengesmakeusbearstrong
9.513236810405847e+17,Some helpful resources for freelancers and staff photogs! https://t.co/lBYDAJmmXK,helpful resource freelancer staff photogs
1650611095.0,Data from the @JohnsHopkins Coronavirus Resource Center. https://t.co/Dlnf9sUYle,data from the coronavirus resource center
28766519.0,"Plenty of #Parking in #LaLaLand 🎬, just when you Don't need it! 🙄 haha, ugh 😁 Pic: #JamminJo / #JoAnnBush 2020 📸 #CalmBeforeTheStorm 😳 #ThanksCorona #CoronaVirus #LosAngeles #CA #NewNormal #SoCal @ Los Angeles,… https://t.co/6TzvVOCB1S",plenty parking lalaland dont need haha ugh pic jamminjo joannbush 2020 calmbeforethestorm thankscorona coronavirus losangeles ca newnormal socal los angeles…
1925183126.0,Italian priest with coronavirus who gave his ventilator to younger patient has reportedly died https://t.co/Ck5nQ1G4mj via @usatoday,italian priest coronavirus give ventilator to young patient reportedly die via
