id,user_id,extended_tweet_full_text
1.3047857240599306e+18,10141422.0,"PHOTOS, VIDEO: Hong Kong Disneyland Resort Celebrates 15th Anniversary Despite Ongoing Closure

https://t.co/khBZOU1Yc6 https://t.co/OhPVsBhKC1"
1.3047857254397379e+18,1.240384274337063e+18,The Latest DiscoverCovid https://t.co/U4zjpfwcfe Discovered by @ramy_khalil20 @Ameliavega98 @RKMittal9 #covid19 #breaking
1.304785725481681e+18,4084926508.0,This current pandemic of fear has revealed that humanity’s futile trust in self is built on a crumbling foundation.
1.304785725699715e+18,8.866454204026716e+17,"Thinking about it again, surviving covid isn't really the biggest issue (95% chance to recover I believe). It's the stigma you'll get afterward of recovering. People won't stop making fun of you and your family and call you ""Covid guy"". Really is a shame"
1.3047857247645737e+18,8774352.0,Six months into quarantine https://t.co/MwM7DdAEAS
1.3047857260857508e+18,1494313802.0,"Please be kind to teachers in the next few weeks.

#teacher #teacherlife #remotelearning #COVID https://t.co/nntjnHi8ND"
1.304785727142744e+18,825155665.0,"@HardMoneyCowboy @SteveSkojec @MarkBra32931299 @SpencerCasey13 The data generated so far are mostly individual case studies and low-powered studies with small numbers of patients. Large, clinical trials are needed for therapies to be generally approved. I'll link some open-access scientific papers in subsequent tweets."
1.304785727821996e+18,1.2816792246471025e+18,"@Reuters A country with Zero resources has 23/24,000 total deaths due to Covid-19, while America, with every resource known to man, has over 190,000 death's for the same disease and in the same period of time..! How come!? 🤔"
1.3047857272685486e+18,30575767.0,"#YellowVests right now protesting #Covid_19 mandatory measures in Paris RN
#WWG1WGAWW 
#QANONS 
#Covidhoax2020 https://t.co/XRDRyrb8Zy"
1.3047857278096138e+18,1.1273255927963976e+18,"@Q_Review People have said it in funnier ways than I could but like, if you photographed a normal business guy on the street he'd look the same as the guy on the left except (hopefully) wearing a mask, no one dresses like people do in fashion shows irl, and I doubt they ever have."
1.3047857283128812e+18,9.734240433732895e+17,"@TheMikeHolmgren  since you don’t understand the process, it’s the responsibility of the Governor’s of each state to fill the stadiums with people by releasing restrictions due to Covid19."
1.304785729675985e+18,339714153.0,"This college football season is already so odd that it’s unclear whether this is Week 1 or Week 2. No matter what you call it, this pandemic-altered season is certainly ramping up — but not without hiccups. https://t.co/KOcTd9ALFp"
1.304785730523279e+18,8.946594902467953e+17,"""i can't wear a mask because i have breathing problems"" ok hongseok has massive boobs but he still wears a shirt"
1.3047857304981583e+18,395596319.0,Bairn went back to school Wednesday.  Just been informed she was in contact on Wednesday with a member of staff who’s since tested positive.  14 day quarantine at home for us now.  😬
1.304785730665943e+18,1.303329761629012e+18,@Cignaquestions @AlleighBrown They still owe me 2k that’s “in the mail” and has been for several weeks now. Great way to treat your customers during #covid
1.3047857309846446e+18,9.025795477276508e+17,Save our NHS. No to privatisation. Fair pay for health workers. #PeopleBeforeProfit
1.304785731320197e+18,1226848202.0,‘Totally blessed’: Ronald McDonald House keeps serving families despite pandemic https://t.co/AJ7N8VljL5
1.3047857317437071e+18,108733822.0,"White House: South Dakota's coronavirus case rise, testing levels 'deeply concerning' https://t.co/qQg7N9QF61 via @argusleader"
1.3047857327755756e+18,7.830270512384246e+17,"It's not that I disapprove of homeschooling.
It's that I disapprove of elite snobs hiring tutors for their kids during a pandemic and then boast that they're ""engaging in virtual learning."" 
Especially since these are the same people who were, until Covid, bashing homeschoolers."
1.3047857343904195e+18,2226699688.0,Is there another way to test for covid?
1.3047857346085315e+18,96557360.0,Early goal for Zaha .....Southampton is sticking to Social Distancing #CRYSOU
1.3047857345708564e+18,1053960554.0,"Per @RodGilmore, Texas State quarterback Brady McBride will miss today’s game versus UTSA (COVID complications). Tyler Vitt is expected to start."
1.3047857365462917e+18,1.0829492516326932e+18,"@clmbie @Ed_MilIibantz @NicolaSturgeon To download or not to download.
To wear a mask or not to wear a mask.
To be injected or not to be injected.

To Obey or not to Obey?

THAT is the question..."
1.304785736936325e+18,400052552.0,"Kids’ soccer games are intensely political. Half the parents refusing to wear masks despite the rules and half the parents wearing masks. 

Meanwhile, all their kids have to wear masks while playing. These kids will have amazing stamina by the end of the pandemic. 

#thisis2020"
1.304785736928047e+18,1.2952944433487951e+18,@BeersBruceBikes @dhunter100 @agcolehamilton @ScotParl @Edinburgh_CC @lmacinnessnp @adamrmcvey @sto_paul We think he is quite in touch. What is the emergency ? Why be sleekit to use COVID powers to side step consultation ? And by their own admission they want to make permanent and consult only on improvements not withdrawl. Stop wasting tax payers money. #allreadyltn
1.3047857374353736e+18,403633335.0,@mauricecano @SpeakerPelosi Pay attention:  Pelosi is trying to stick us with 2 trillion to bail out only DemocRAT run states and some extra for her PORK.  RepubliCAN's are trying to make the bill for ONLY Covid related items.  So NO fool It's DemocRAT who could careless about helping the people. https://t.co/pxiosCvR1L
1.304785738601562e+18,1.2933937071531377e+18,"@texasborn68 @vicd2_2000 @charliekirk11 True , just this week they expose that in the 200 000 death only 6% really die from COVID in a population of 335 millions of people,there are lying to us"
1.3047857391886664e+18,455687664.0,Here’s how Joe Biden would combat the pandemic if he wins the election https://t.co/IZaJMllkgs
1.3047857405936804e+18,1.061881758570795e+18,"Closing next week, had to move out for a few days in order for some quiet last ditch Zooming. The downside of working from home when kids have no school and girls are very chatty. 

#hongkong https://t.co/9KuB0Je2cA"
1.3047857410592973e+18,8.289751537365156e+17,"@ScottPresler @MaryMargOlohan Due to the pandemic, children are not going outside, and Pedophiles are unable to lure Children. Netflix is giving something to quench the appetite of pedophiles.

There is no other explanation for this.
#CancelNetflix"
1.3047857409293926e+18,1.2389588456212316e+18,"Iran’s COVID-19 Fatalities Hit 23,000: Ministry | Iran Front Page https://t.co/3P3n0FFU1k"
1.304785741617209e+18,791993624.0,"Why did I 100% know that Dabo is a face shield guy? 

JFC"
1.304785741843542e+18,21051380.0,Leaked Emails Show Trump Officials Pressuring CDC to Change Reports to Match President's Covid Narrative https://t.co/5K5TQoznxm via @mediaite #Traitor #TrumpVirus @realDonaldTrump #scumbag
1.304785742627922e+18,138365389.0,We used to have the same energy during kwentuhan every family celebrations but this time it was just so exhausting hay covid era 😭
1.3047857424852828e+18,1.1681508922829578e+18,"@NBAYT2K @ThatMuricanLady @scfm69_2 @samanthamarika1 @meggie_cleary I do want to be clear, though. She obviously cherry picked images where people were not wearing masks to suggest that liberals are as careless as trump acolytes. That’s dishonest. Jesus was honest. She should be more like Jesus."
1.3047857422127347e+18,7.501593852304753e+17,"In this time of pandemic, paano ka magpanic for midterms? https://t.co/QXODoAfCAh"
1.3047857426826158e+18,1.301065583845421e+18,@RepsForBiden we're in the middle of a pandemic
1.3047857427077325e+18,30450323.0,@hug3m3 @MrGee54 It’s not written. Someone I know told me that. He’s currently working on a vaccine.
1.3047857422211932e+18,319088427.0,"@mbsings Happy Saturday dear Michael, I wish you a wonderful, relaxing, fun weekend and beautiful weather too🌞 Hope you enjoy some #SocialDistancing on the water again. Love your beautiful pic! Take good care, stay safe❤🙏 Lots of love, hugs and respect to you always, from UK💞 https://t.co/sw2ForendP"
1.3047857426488484e+18,7.856037347178945e+17,"@woeif5 @pyrok94 @GeraldoRivera @realDonaldTrump So if I live in on a farm in the middle Iowa I have to wear a mask? No. That’s why it was left to state jurisdiction. He sent medical ships on both coast, never used. The democratic governors killed more people by killing grandma. https://t.co/uhBmsuYqf0"
1.304785743223685e+18,4412846955.0,"@aidenrodolfo @YourAcc54783700 @govkristinoem Lol. Yea ok buddy “political” divide is an illusion for the people to consume perpetrated by the oligarchy. However,  COVID-1984 still has a 99.8% chance of survival, and only 6% of deaths, according CDC, didn’t have a major disease already. Sounds perfidious to me."
1.3047857435759985e+18,1.2591200776239636e+18,"US expelled thousands of migrant children due to coronavirus rules
https://t.co/SOKFyHD762"
1.304785743680811e+18,803200170.0,I just finished watching Lockdown! #tvtime https://t.co/BZPyAKXljk https://t.co/09BI20XNWn
1.3047857445868462e+18,1.0435010160361226e+18,@VMaledew @GrahamH03219177 There definitely is or why is he reluctant to walk away. This law he's begging parliament to vote for is just a distraction from his handling of the COVID crisis.
1.3047857439366636e+18,15464216.0,Thank you @CNN for teaching kids to wear masks and social distance and practice proper hygiene! 💛 #cnn #covid #covid19 #sesamestreet #bigbird https://t.co/beIIHnJoi0
1.3047857449769247e+18,8.291147150538835e+17,https://t.co/NfYqxxVjwD -   Lily James says exercise helped her amid lockdown  https://t.co/RPa2aZxsro
1.3047857450272358e+18,9.830266637422061e+17,@blondygirl1 I bet you wear a mask when you are in the car by yourself and when you are at home by yourself. Get out of your bubble @AdamKohn6. Live your life! We are here only as long as God says it’s over. You don’t have time to waste. You never know when you won’t be here anymore.
1.3047857452033352e+18,886055990.0,@CMAnderson247 @247Sports Almost all on offense....right. Not COVID 19 at all.
1.3047857456479396e+18,9.120640876763832e+17,@Russell23320359 I wouldn’t touch that vaccine unless you are want to suffer and die.
1.3047857458535178e+18,8.537786164586373e+17,Perspective:  the US has lost the equivalent of the entire population  of Winston Salem NC to COVID. Let that sink in.
1.3047857468853327e+18,2262010626.0,"https://t.co/eqhxBOMMnn
THIS IS PELOSI AND OTHERS INVITING PEOPLE TO CHINA TOWN AND DOWN PLAYING THE VIRUS AFTER THE TRAVEL BAN."
1.304785746977583e+18,2492089178.0,@kylegriffin1 So he could placate his anti-vaxxer/pro herd immunity base...
1.3047857472836403e+18,8.779310631584727e+17,"@HFWOdisha As per Odisha govt.order covid-19 test cost can not be more than Rs.1200, but today I did the test today at the cost of Rs.1600 at Amri hospital,bbsr. Why they are charging violating govt order."
1.3047857472878671e+18,1415684970.0,I really hope y’all are taking care of your skin while wearing these masks - also I hope y’all still wearing masks
1.3047857472040796e+18,1362778027.0,@grounder761 Goodmorning! Have a great one and #StayHealthy
1.3047857474473492e+18,3047925973.0,"America Is Trapped in a Pandemic Spiral. As the U.S. heads toward the winter, the country is going round in circles, making the same conceptual errors that have plagued it since spring. @clayforsberg @sethmhardy @FriedbergEric @Zindoctor @nkagetsu @DrEricB
https://t.co/w8i6IEWHkh"
1.3047857481855672e+18,76830830.0,"@karencollinsnyc @priteshgandhimd Literally weeks. We’re already having cooler temps where I am, dipping into the 50s at night. Everyone’s going to be indoors very, very soon. And COVID cases are already creeping up since school opened"
1.3047857483743027e+18,7.815393805487635e+17,"@EricColumbus If Trump pursues herd immunity, and 65-70% catch it, with a 1% fatality rate (probably higher) than 2.5 million will die."
1.3047857483449344e+18,1193239406.0,@greta I tend to tip at a much higher % now than I did before Covid-19 struck. And I've always been a generous tipper.
1.3047857483574515e+18,27206928.0,What Went Wrong with AstraZeneca’s Vaccine Trial? CEO Only Shares Details with Investors https://t.co/1ZDb14I3qq via @democracynow
1.304785749070565e+18,2183691772.0,@itscxzza Eat takeaways to keep covid away it’s shit but coulda work 😂
1.3047857489111654e+18,1.2935747791282217e+18,@NeilClark66 Not to mention the fact that simply testing asymptomatic people will automatically cause more false positives than normal. It affects the positive predictive value of the test.
1.3047857491082854e+18,7.736453928902574e+17,"@99freemind Qannnon,
spreading like covid. Someone better tell him it he wears a cock on his left hand it will stop the spread.!!!

Only for like 15 days or 4 months somewhere in that range. Lol"
1.3047857495862272e+18,581685850.0,"Shibuya Lockdown Remixes (Tokyo Gabba Posse Remix) https://t.co/SajUkqTtcj
#industrialhardcore #hardcoretechno"
1.3047857487643727e+18,51244407.0,"Me seeing people having full on parties, indoors, with 0 social distancing https://t.co/sxZ9NzN4Ka"
1.3047857495526892e+18,19042993.0,"Iran’s #COVID19 death toll surpasses 23,000 https://t.co/hmhgiaWkkH"
1.3047857496995594e+18,1.157482436885803e+18,@chemistrykind australias doing pretty ok (esp my state) but who knows the second wave might hit us harder ksjsjskd
1.3047857499513528e+18,1.2932974965135565e+18,"@HaroldFordJr @FoxNews @BretBaier @SpecialReport After the toilet paper shortage, Trump, as our leader, was right to keep calm when Covid broke.  People overreact out of fear, and a good leader will try to keep fear at a minimum. I judge Trump by his actions - and Dr. Fauci said Trumps quick action saved thousands.
TRUMP 2020"
1.3047857503246623e+18,301573457.0,"@hired_merc I doubt it, up here anyway. There has been plenty of players tested positive and taken out of selection......but this issue is different, because the team is now suffering in a sporting sense as a result, if that is allowed to happen, they'll for sure start to hide it."
1.3047857508699136e+18,1671862448.0,@APAC_ELT The image reminds me of an open door. I believe the image connects to the new challenges for teachers &amp; students during the COVID-19 pandemic during this uncertain year!
1.3047857511928095e+18,1.13750424799667e+18,"The Small Press Expo (@SPXcomics) starts TODAY! Watch our interview with Executive Director Warren Bernard about how comic conventions are operating during COVID-19. 

https://t.co/LSJYmaengi"
1.3047857511551263e+18,1.062695930103808e+18,@SteveGuest @realDonaldTrump I hope someone corrected her false narrative. President Obama and #Biden2020 left a pandemic playbook. #TrumpFailedAmerica
1.304785751171887e+18,703989516.0,"When you hop on a GO bus and it’s only the old people who aren’t wearing masks, but they’re the most at-risk demographic. https://t.co/6BhTR6PC2i"
1.3047857520022364e+18,1.3022044612851712e+18,"Let's hug each other and look at each other's eyes. Let's be sure to meet once COVID ends. We're doing what we can do as hard as we can, I hope you'll do your best too. Let's pray that things will get better soon and get through this winter. Let's meet the spring day together. RM https://t.co/tJwUFqBAYV"
1.304785752656474e+18,7.60146630951641e+17,"@HenryFrancisBE1 we have been anticipating the indian buffet w you sir, even before quarantine pa 😭 all of us in my fa batch wishes you good health sir! looking forward to personally meeting you again in your philo of love class when you come back from your sabbatical leave! amping sir❣️"
1.3047857519226757e+18,1.2617610622752932e+18,"@AndersonCoopCNN That's is my point  a % of the population that is infected with the virus. Out of the 6.4million people that is infected with the virus 90% are white because they are the people who✈to China &amp; other European nations including Europeans who🛬 too
🇺🇲. Below are deaths race by race https://t.co/K2eqqpkRbk"
1.304785752857948e+18,102349324.0,"@10DowningStreet Can you squeeze fifty people into a committee meeting room, even if you're breaking social distancing rules?"
1.3047857546488463e+18,1.0451135589276957e+18,@GrandpaSnarky @Loca_Donna @Phuean57 @RenewedHopes @mhenson56 @PatAaron10 @MarkDavidAnder9 @CuriousYummies @ungodly_red @InTrumpHell @PamBerg @reckless_life @SquirrelCruz @lees_scout @EricCShuman1 @marycleary53 Let’s do this! Keep exposing every trump lie! Vote is Mass numbers! Wear a mask! UMatter! https://t.co/e3DuXlNCei
1.3047857549257892e+18,8.487006828699116e+17,@OptimistLib COVID is seasonal flu. It's a scam. 🍻
1.3047857550305894e+18,8.208321157639004e+17,COVID-19 could have been in US as early as December: study – Raw Story https://t.co/529hMLLxi1
1.3047857557017518e+18,24683829.0,Rainy Day...COVID restrictions lifting...great day to book a vacation...Let’s get you booked! https://t.co/EURQQ7MGhA
1.3047857557940142e+18,1.283145442872754e+18,@PHE_uk How many of them died of purely covid in last 3.5 months
1.3047857562134364e+18,1.158903402665042e+18,my mom doesnt believe corona is a pandemic....el 3awniyye collectively share 1 brain cell
1.304785756624388e+18,58256324.0,Covid-19: Fauci says US life won’t return to normal until deep into 2021 https://t.co/j6OhJR0sb7
1.3047857576814428e+18,145931959.0,"@thesinghvishal Hi Vishal, we sincerely apologize for the delay in responding to your query. Your query has been shared with the concerned team for further action. Do note, due to the current COVID-19 situation and to prevent further spread of the virus, we are operating with limited (1/2)"
1.3047857574924902e+18,7.644648802250957e+17,"@SaraCarterDC The USA has now surpassed Sweden with deaths per 100,000. Lockdown vs No lockdown. Masks vs No masks. Social distancing vs No social distancing. Also 47 countries have a higher CFR than the USA. John Hopkins publishes this data. https://t.co/BKKYnXk4EY"
1.3047857585077207e+18,807968504.0,"PAY COLLEGE ATHLETES RIGHT NOW - YOU WANT TO MAKE THEM PLAY AND RISK THEIR LIVES BECAUSE YOU WANT MONEY BECAUSE YOU WANT THEM TO PLAY DURING A PANDEMIC? PAY THEM ALL THE MONEY. 

THIS IS FUCKING BULLSHIT"
1.3047857585076675e+18,42006012.0,@Madz_Grant @PhilGregson @darrengrimes_ Risk assessment isn’t just about the risk to yourself and loved ones. I can protect myself to a certain extent but I can’t always protect myself from risks others take and which therefore put me and others at risk. I hate to say it but not everyone can be trusted in a pandemic
1.3047857577108027e+18,1074273432.0,"@sa_lottery @MasterKGsa I sell yogurts from the boot of my car in order to provide for my family and also renovating my mom's house, due to the pandemic renovation has stopped. I haven't been receiving salary from since the beginning of the lockdown. #LOTTOJerusalemaDanceChallenge https://t.co/KKxJwWJ6Gx"
1.3047857588642447e+18,90536156.0,The wire popped out from my bra while I was at work and now I got jelly from my pb&amp;j on my mask because I forgot I was wearing it. It’s a great day already 😊😊😊
1.3047857603279255e+18,265005313.0,@realDonaldTrump Let's get a Plan for this Pandemic here in the USA!!  Focus on that! Priorities. Simple.
1.304785760990589e+18,1.3020405515296932e+18,"Please raise the issue deaf PM,Dr.Harshvardhan,Health Minister of India &amp; other concerning officials. If 6 months trained health worker service consider for help in COVID then why can not a person who is trained for 5years 6 months trained as a Dr,there service cannot be utilize?"
1.304785760965419e+18,1.30406491515861e+18,I'm selling Butterfly Face Mask Extender / Extension / Ear Savers / Connector / Adapter for RM5.00. Get it on Shopee now! https://t.co/j2ocCDE51e #ShopeeMY https://t.co/Nq2NGAe80f
1.3047857613766287e+18,1231412010.0,"The current COVID-19 pandemic has thrown the world upside down, making a lot of people worried about the future. Learn how to prepare for retirement with the changes. https://t.co/y3ExgzfmbG

#PersonalFinance #Retirement https://t.co/HsWBDrY5fN"
1.3047857620770284e+18,520810841.0,@eugenegu People can't even wear a mask...
1.3047857624755405e+18,8.291147150538835e+17,https://t.co/NfYqxxVjwD -   Naomie Harris says post-lockdown life is 'incredibly hard'  https://t.co/Bqvq3WCDqW
1.3047857630458675e+18,1.0119529969079624e+18,"@cariebh @rleas @JakeSherman @kyledcheney Saturday Garbage of #Dopey Don:

-#Trump Officials interfered with #CDC 
Reports on #coronavirus 
-Prosecutor resigns as DOJ demands report for Political Reasons 
-#Giuliani linked to Russian Agent 
-#COVID19 197K+Dead 6.7M+Infected

#UNMAGA
#HumptyTrumpty
#TrumpIsNotWell"
1.3047857636623483e+18,1.2176001392981033e+18,uwow™ otp anyone? let's talk bout how we can be together after this pandemic. Rep aja *m25
1.3047857638764503e+18,9.964539817937183e+17,yeah its hard to breathe for me but it isnt stopping me from wearing a mask when needed why cant you karen?
1.3047857640861573e+18,7.164442635345019e+17,"@MrQuaDriller Naw, it's still just a short ride! Also yeah, it was months into lockdown before I was like ""...oh. I feel what extroverts feel."""
1.30478576381773e+18,482366764.0,"@ShoutTheBoogie It's just amazing how people react when asked to wear a mask while in a store. They walked in with shirt, pants and shoes on and wouldn't think of doing otherwise, so why is a mask so fucking hard?!"
1.3047857645978007e+18,1.0258306292697496e+18,@abdul_olowoyo Walalhi. Just shout I have corona
1.3047857644551987e+18,370159844.0,"@Akureevents @TayoJegedeSAN 's victory is the concern of all well-meaning citizens of Ondo State. 
What you don't want, you don't watch it continue. The end of APC pandemic in Ondo State. 
#ondopdpflagoff 
#OndoDeservesBetter 
#OndoIsBetterWithPDP  
#OndoforEyi https://t.co/8mTPtImeBZ"
1.3047857654744064e+18,19505306.0,@TeaPainUSA How soon before #JimBakker suggests Covid or a sex scandal?  Seems like a thing with these bigoted perverts!
1.304785765319291e+18,1.174863322363175e+18,"-Rationalize an attempt to suppress votes as something other than a direct attack on democracy
-Threaten Black lives https://t.co/cEZymKt8le
-Die of #coronavirus because it ""doesn't exist"""
1.304785766543954e+18,1.1885177861690327e+18,"POLITICO: Trump officials interfered with CDC reports on Covid-19.
https://t.co/nlrPuhyZvo

via @GoogleNews"
1.304785766783033e+18,1.2576219655626957e+18,WHY DO PEOPLE ACT LIKE COVID-19 IS JUST GONNA DISAPPEAR &amp; EVERYTHING WILL GO BACK TO NORMAL ??? GIRL THIS IS THE NEW NORMAL
