id,user_id,extended_tweet_full_text,extended_tweet_full_text_duplicate,final,final_score,final_keyword_match
1.304786004453319e+18,1.2591200776239636e+18,nigeria offers international air travelers access to free covid19 treatment,"Nigeria offers international air travelers access to free COVID-19 treatment
https://t.co/1AtZqtk78R",nigeria offer international air traveler access to free covid19 treatment,100,travel
1.3047860337001513e+18,1.299542911445594e+18,how long are you gonna go on pretending you know what you’re talking about he didn’t ban travel from anywhere but china after that briefing how do you think the virus got here he didn’t expand the travel ban to europe until mid march when we were already in  a pandemic,@RakeLark @kcvail @brianstelter How long are you gonna go on pretending you know what you’re talking about. He didn’t ban travel from anywhere but China after that briefing. How do you think the virus got here. He didn’t expand the travel ban to Europe until mid March when we were already in  a pandemic. https://t.co/dFe5LYXd3H,long gon na go pretend know  talk  ban travel from anywhere china briefing do think the virus get  expand the travel ban to europe mid march already pandemic,100,travel
1.304786155578237e+18,7.146472202687447e+17,while  was taking substantive measures to protect the american public from covid19 democrats were not only labeling him xenophobic but they continued to encourage citizens to attend mass gatherings go to restaurants and maintain life as usual  factsmatter,"@HaroldFordJr @FoxNews @BretBaier @SpecialReport While @realDonaldTrump was taking substantive measures to protect the American public from #COVID19, #DemocRats were not only labeling him xenophobic, but they continued to encourage citizens to attend mass gatherings, go to restaurants, and maintain life as usual.

#FactsMatter",take substantive measure to protect the american public from covid19 democrat label xenophobic continued to encourage citizen to attend mass gathering go to restaurant maintain life usual factsmatter,100,gathering
1.3047861965355745e+18,569895822.0,an ag who invents defences for a spad who’s travelled across the country with covid amp also approves of breaches of international law   kind of makes a laughing stock of  given their ‘integrity excellencejustice’ message,"@attorneygeneral @thebarcouncil An AG who invents defences for a SpAd who’s travelled across the country with covid &amp; also approves of breaches of international law 🙄  kind of makes a laughing stock of @thebarcouncil given their ‘integrity, excellence,justice’ message",ag invents defence spad  travel across the country covid amp also approves breach international law kind make laugh stock give ‘ integrity excellencejustice  message,100,travel
1.304786217611952e+18,1.2678402098671493e+18,july 30 2020  a large number of patients who recover from the coronavirus may have heart damage weeks or months after they feel better according to two new studies in jama cardiologyjul 30 2020     also know someone who used to run marathons who can not even run a block,"July 30, 2020 -- A large number of patients who recover from the coronavirus may have heart damage weeks or months after they feel better, according to two new studies in JAMA Cardiology.Jul 30, 2020
    Also know someone who used to run marathons who can not even run a block.",july 30 2020 large number patient recover from the coronavirus may heart damage week month feel well accord to two new study jama cardiologyjul 30 2020 also know someone use to run marathon even run block,100,large
1.3047862192981524e+18,201874602.0,when i travel i want freedom as long as covid hysteria doesn’t end real tourism and especially backpacking to southeast asia will not be possible,@lonelyplanet @tomhalltravel When I travel I want freedom. As long as Covid hysteria doesn’t end real tourism and especially backpacking to Southeast Asia will not be possible!,travel want freedom long covid hysteria  end real tourism especially backpacking to southeast asia possible,100,travel
1.3047862196462835e+18,1.2816727508353024e+18,yous obviously don’t care colin where’s your null and void shouts after city players tested positive for covid where’s the outrage about welcoming in 150 travelling from leeds in to your pubs hypocrites,"@colingeorgerice @willo_ian Yous obviously don’t care Colin, where’s your null and void shouts after City players tested positive for COVID? Where’s the outrage about welcoming in 150 travelling from Leeds in to your pubs? Hypocrites",yous obviously  care colin  your null void shout city player test positive covid  the outrage welcome 150 travel from leeds to your pub hypocrite,100,travel
1.304786238004658e+18,409657315.0,to manage covid transmission amp avoid shutdowns ontario needs to take action some regions stopreduce nonessential indoor gatherings increase testing min 35k a day traceisolate possible cases plan for amp increase budget for outdoor fallwinter activities inthistogether,"@CP24 To manage #COVID transmission &amp; avoid shutdowns #Ontario needs to take action. Some regions stop/reduce nonessential indoor gatherings, increase testing (min 35k a day), trace/isolate possible cases, plan for &amp; increase budget for outdoor fall/winter activities...
#InThisTogether",to manage covid transmission amp avoid shutdown ontario need to take action region stopreduce nonessential indoor gathering increase test min 35k day traceisolate possible case plan amp increase budget outdoor fallwinter activity inthistogether,100,gathering
1.3047862824600863e+18,2826812095.0,his travel “ban” to china let approximately 40k folks in the virus that affected ny and neighboring states came from europe but don’t let facts interrupt your fantasy,@FitChelle @DanMurphy2018 @GeraldoRivera @realDonaldTrump His travel “ban” to China let approximately 40K folks in. The virus that affected NY and neighboring states came from Europe. But don’t let facts interrupt your fantasy.,travel  ban  to china let approximately 40k folk the virus affected ny neighbor state come from europe  let fact interrupt your fantasy,100,travel
1.304786284800602e+18,1.1952856700272476e+18,were in a pandemic dont organise illegal mass gatherings you idiot,@DailyMailUK We're in a pandemic! Don't organise illegal mass gatherings you idiot!,pandemic dont organise illegal mass gathering idiot,100,gathering
1.30478629642709e+18,7.3412088710067e+17,yes the parties and gatherings spread the virus and yes the virus did come from outsiderswas not initiated in canadaand we should be able to identify where it came from and finally no vandalizing and damaging anyones property is not acceptable at anytime no one is immune,"@pagepierre_page @Sophiegrace68 @Sharon75571311 Yes the parties and gatherings spread the virus, and yes the virus did come from outsiders(was not initiated in Canada)and we should be able to identify where it came from, and finally no, vandalizing and damaging anyones property is not acceptable at anytime. No one is immune.",yes the party gathering spread the virus yes the virus come from outsiderswas initiate canadaand able to identify come from finally no vandalize damage anyones property acceptable at anytime no one immune,100,gathering
1.3047863218614764e+18,1.2492313744118003e+18,strictly come dancing cancel ‘iconic’ blackpool special due to covid19 travel concerns,Strictly Come Dancing CANCEL ‘iconic’ Blackpool special due to COVID-19 travel concerns https://t.co/ahvTcUD3wC,strictly come dance cancel ‘ iconic  blackpool special due to covid19 travel concern,100,travel
1.3047863398718095e+18,1.1979882741801124e+18,shane dorian on mexican surf trips under covid  surfing travel explore,Shane Dorian On Mexican Surf Trips Under Covid | https://t.co/ZXOzuTl7po https://t.co/4wQSoyPVNh #surfing #travel #explore,shane dorian mexican surf trip covid surf travel explore,100,travel
1.3047863513809265e+18,472705227.0,strictly come dancing cancel ‘iconic’ blackpool special due to covid19 travel concerns,Strictly Come Dancing CANCEL ‘iconic’ Blackpool special due to COVID-19 travel concerns https://t.co/39k0rv2FPH,strictly come dance cancel ‘ iconic  blackpool special due to covid19 travel concern,100,travel
1.304786360117547e+18,1.0648539181932788e+18,strictly come dancing cancel blackpool special due to covid19 travel concerns a bbc spokesperson told mailonline that the series will not travel to the tower ballroom this november but promised to celebrate the iconic venue from their studio in…,"Strictly Come Dancing CANCEL Blackpool special due to COVID-19 travel concerns: A BBC spokesperson told MailOnline that the series will not travel to the Tower Ballroom this November, but promised to celebrate the 'iconic' venue from their studio in… https://t.co/3VU0kWSWO6 https://t.co/TJ0C8lFIhd",strictly come dance cancel blackpool special due to covid19 travel concern bbc spokesperson told mailonline the series travel to the tower ballroom november promise to celebrate the iconic venue from studio in…,100,travel
1.3047863619883868e+18,1.3033570454590382e+18,simply put if ones freedom results in another ones suffering then it becomes an oxymoron covidiots also use the old freedom excuse to not wear masks when in crowds but because of that selfishness they put others lives in danger,"@SeanFlan45 @itscollmc @LisaCarole1 @Imshy_guy @RaychelTania @Progressive__AF @IlhanMN Simply put if one's freedom results in another one's suffering, then it becomes an oxymoron. Covidiots also use the old freedom excuse to not wear masks when in crowds, but because of that selfishness, they put others lives in danger.",simply put one freedom result another one suffer becomes oxymoron covidiots also use the old freedom excuse to wear mask crowd selfishness put others life danger,100,crowd
1.3047863669040497e+18,23461783.0,rt  rt  germany’s largest union is proposing a 4day working week to save jobs and invest in employee reskilling in the pandemic,"#RT @AndrewYang: RT @ValaAfshar: Germany’s largest union is proposing a 4-day working week to save jobs, and invest in employee re-skilling, in the pandemic. @AndrewYang https://t.co/rZfDFFz9H0 https://t.co/ynezSugB5A",rt rt germany  large union propose 4day work week to save job invest employee reskilling the pandemic,100,large
1.3047863710562918e+18,1.1047221393813012e+18,lol to be fair isn’t he still on the covid list don’t think he was traveling  i mean regardless this sounds like behavior of a 16 year old not of a person in their twenties who has the potential to make millions with hard work,"@twotonefanatics Lol to be fair isn’t he still on the covid list? Don’t think he was traveling.

I mean regardless this sounds like behavior of a 16 year old, not of a person in their twenties who has the potential to make millions with hard work.",lol to fair  still the covid list  think travel mean regardless sound like behavior 16 year old person twenty the potential to make million hard work,100,travel
1.304786389490434e+18,617853906.0,workfromhome remote work remotework affiliateprogram check my website for my top affiliate programs referral links cashback sites shopping sites and travel sites,"#Workfromhome #remote #work #remotework #affiliateprogram Check my website for my top affiliate programs, referral links, cashback sites, shopping sites and travel sites https://t.co/vBHLD11zwQ",workfromhome remote work remotework affiliateprogram check website top affiliate program referral link cashback site shopping site travel site,100,travel
1.3047864014819615e+18,108642770.0,covid is the largest test of the legal system since the civil war  laws have been suspended debts suspended etc  we need to figure out how to get rid of covid and not trample our rights  lincoln had similar problems during the civil war,"Covid is the largest test of the legal system since the Civil War.  Laws have been suspended, debts suspended, etc.  We need to figure out how to get rid of Covid and not trample our rights.  Lincoln had similar problems during the Civil War",covid the large test the legal system since the civil war law suspend debt suspend etc need to figure out to get rid covid trample right lincoln similar problem the civil war,100,large
1.3047864025515087e+18,3230405364.0,although he said he wanted to play it down he didnt stopping travel to china is not playing it down people were fighting over toilet paper paper towels hand sanitizer etc  people were in a panic to remain calm is what he tried to do millions of lives were saved,"@wanaoni_michael @realDonaldTrump Although he said he wanted to play it down, he didn't! Stopping travel to China is NOT playing it down. People were fighting over toilet paper, paper towels, hand sanitizer etc.  People were in a panic. To remain calm is what he tried to do. Millions of lives were saved.",although say want to play didnt stop travel to china play people fight toilet paper paper towel hand sanitizer etc people panic to remain calm try to do million life save,100,travel
1.304786419295154e+18,1.181707281236398e+18,who jan 21 china virus contained no human 2 human spread no travel restrictns week later chinas lies start 2 leak trump knows 450k infectedexposed chinesewuhan people flew into us in past 30 dys amp ordered ban immed131 who cdc fauci no one had valid factsdata yet,"@witchywoman812 @larry_teters @MomofDukey @DineshDSouza @realDonaldTrump WHO Jan 21: China virus contained; NO human 2 human spread; NO Travel Restrictns. Week later, China's lies start 2 leak. Trump knows 450k+ infected/exposed Chinese/Wuhan people flew into US in past 30 dys &amp; ordered ban immed,1/31! WHO, CDC, FAUCI, NO one had valid facts/data yet!",jan 21 china virus contain no human 2 human spread no travel restrictns week later china lie start 2 leak trump know 450k infectedexposed chinesewuhan people flew u past 30 dy amp order ban immed131 cdc fauci no one valid factsdata yet,100,travel
1.3047864728228782e+18,9.377545094928672e+17,during covid omo make covid end make airport open jaray  airport  don open nobody travel again,"During covid: Omo make covid end make airport open jaray.

Airport  don open nobody travel again 😏😐",covid omo make covid end make airport open jaray airport open nobody travel,100,travel
1.3047864789339628e+18,1.2261550195206103e+18,there’s only one person doing the manipulating it’s the lying president that has proven to have fed lies and false information to the public but hey he’s still going to use his influence to bring a huge crowd together during an airborne transmitted pandemic,@samanthamarika1 There’s only one person doing the manipulating. It’s the lying President that has proven to have fed lies and false information to the public but hey he’s still going to use his influence to bring a huge crowd together during an airborne transmitted pandemic., one person the manipulate  the lie president proven to fed lie false information to the public hey  still go to use influence to bring huge crowd together airborne transmit pandemic,100,crowd
1.3047864883165716e+18,409560971.0,covid19 symptoms usually last months largescale dutch survey suggests,"Covid-19 symptoms usually last months, large-scale Dutch survey suggests https://t.co/gGBEuT2O6c",covid19 symptom usually last month largescale dutch survey suggests,100,large
1.3047864954427471e+18,1.0498244366968708e+18,if anybody can see this stop wearing your mask go somewhere maskless at least once and have an interaction its the only way we beat this you will encourage others to do the same   this has been a public service announcement,"If anybody can see this stop wearing your mask. Go somewhere maskless at least once and have an interaction it's the only way we beat this. You will encourage others to do the same. 

This has been a public service announcement",anybody see stop wear your mask go somewhere maskless at least interaction the way beat encourage others to do the public service announcement,100,interaction
1.304786522713936e+18,3313944834.0,were not in lockdown you doffus im currently working my “nonessential“ job,@Dawn7771777 @wanaoni_michael @realDonaldTrump Were not in lockdown you doffus im currently working my “nonessential“ job,lockdown doffus im currently work  nonessential  job,100,nonessential
1.3047865832966597e+18,1.2727251389838377e+18,how does a sturgissized crowd affect covid19 it’s complicated,How does a Sturgis-sized crowd affect COVID-19? It’s complicated https://t.co/HGGEPBRUuU,sturgissized crowd affect covid19  complicate,100,crowd
1.3047866040709038e+18,19733334.0,with surging covid19 infections across the country summer travel plans were drastically changedbylea lanecontributor2 pubs,"With surging COVID-19 infections across the country, summer travel plans were drastically changed.ByLea LaneContributor2... https://t.co/QJFn1CBPJZ #pubs",surge covid19 infection across the country summer travel plan drastically changedbylea lanecontributor2 pub,100,travel
1.3044259717145354e+18,87679233.0,and here’s  warning ordinary nonn95 masks will do nothing to protect you against wildfire smoke because “they do not catch small particles”  fun fact smoke particles are far larger than sarscov2  your mask protects well no one,"And here’s @cdcgov warning ordinary (non-N95) masks will do nothing to protect you against wildfire smoke because “they do not catch small particles.”

Fun fact: smoke particles are far larger than #SARSCoV2.

Your mask protects... well, no one. https://t.co/sFJzzGNLVa", warn ordinary nonn95 mask do nothing to protect wildfire smoke  do catch small particle  fun fact smoke particle far large sarscov2 your mask protects well no one,100,large
1.3047716859927306e+18,583456963.0,truth be told as president trump issued a travel ban to protect american lives from the china virus joe biden was still bent over to china selling out american lives,"Truth be told. As President Trump issued a travel ban to protect American lives from the China virus, Joe Biden was still bent over to China selling out American lives",truth told president trump issue travel ban to protect american life from the china virus joe biden still bent to china sell out american life,100,travel
1.3047685325892198e+18,259725229.0,germany’s largest union is proposing a 4day working week to save jobs and invest in employee reskilling in the pandemic,"Germany’s largest union is proposing a 4-day working week to save jobs, and invest in employee re-skilling, in the pandemic. @AndrewYang https://t.co/6dcoT6eJ2C https://t.co/JhigKfGT4E",germany  large union propose 4day work week to save job invest employee reskilling the pandemic,100,large
1.3047835424344556e+18,2861243256.0,no carelessness till covid19 medicine is developed urges pm modi but his party chief nadda and bengal chief ghosh differs in a rally in wb says corona is gone आपदा में अवसर।  wb beware,"No carelessness till Covid-19 medicine is developed, urges PM Modi but his Party Chief Nadda and BENGAL Chief Ghosh differs...
In A rally in WB Says CORONA is GONE
आपदा में अवसर। 
WB beware! https://t.co/XItuuW0Zp4",no carelessness till covid19 medicine developed urge pm modi party chief nadda bengal chief ghosh differs rally wb say corona go आपदा में अवसर। wb beware,100,no car
1.304552152568754e+18,130496027.0,for the nothing matters crowd    23 say opinion changed of trump’s covid response because of woodward tape including 15 of trump voters   23 of indys and 6 of trump voters say troop comments increased support for biden   biden goes from 6 to 10,"For the Nothing Matters crowd: 

- 23% say opinion changed of Trump’s COVID response because of Woodward tape, including 15% of Trump voters

- 23% of indys and 6% of Trump voters say troop comments increased support for Biden

- Biden goes from +6 to +10

https://t.co/fsphLqlP83",the nothing matter crowd 23 say opinion change trump  covid response woodward tape include 15 trump voter 23 indys 6 trump voter say troop comment increase support biden biden go from 6 to 10,100,crowd
1.303381091693232e+18,146569971.0,limiting gatherings is one way to slow the spread of covid19 but physical distancing can be hard find tips to support the health of your loved ones and you during this challenging time,"Limiting gatherings is one way to slow the spread of #COVID19, but physical distancing can be hard. Find tips to support the health of your loved ones and you during this challenging time: https://t.co/a70fp6NOso. https://t.co/niRFXPmsPi",limit gathering one way to slow the spread covid19 physical distance hard find tip to support the health your love one challenge time,100,gathering
1.304502679482311e+18,15012486.0,watch while hosting a large house party miami university students admit to police they recently tested positive for covid19,"WATCH: While hosting a large house party, Miami University students admit to police they recently tested positive for COVID-19 https://t.co/7LbUJvHSw5 https://t.co/lW3gDqByYj",watch host large house party miami university student admit to police recently test positive covid19,100,large
1.3045488788307067e+18,1.0316678919077684e+18,just been harassed by 4 big coppers at a local and fairly large train station for not wearing a mask saying i have to prove im exempt pretty sure there’s no law that says i have to prove anything can anybody clarify,Just been harassed by 4 big coppers at a local and fairly large train station for not wearing a mask. Saying I have to prove im exempt. Pretty sure there’s no law that says I have to prove anything? Can anybody clarify?,harass 4 big copper at local fairly large train station wear mask say to prove im exempt pretty sure  no law say to prove anything anybody clarify,100,large
1.3047819499580006e+18,264924050.0,dc restricts travel from 29 states considered ‘high risk for coronavirus anyone entering dc from certain coronavirus hot spots following nonessential trips must selfquarantine for two weeks mayor muriel bowser says coronavirus,"DC Restricts Travel From 29 STATES Considered ‘High Risk' for Coronavirus.
Anyone entering D.C. from certain coronavirus ""hot spots"" following nonessential trips must self-quarantine for TWO WEEKS, Mayor Muriel Bowser says. #coronavirus 
https://t.co/pDd9mUWkbK https://t.co/4phe1lcBkh",dc restricts travel from 29 state consider ‘ high risk coronavirus anyone enter dc from certain coronavirus hot spot follow nonessential trip must selfquarantine two week mayor muriel bowser say coronavirus,100,nonessential
1.3047855873675633e+18,1.0998883017361652e+18,any windfall made from this pandemic by large corporations should be taxed and used to fund a covid19 ubi program,Any windfall made from this pandemic by large corporations should be taxed and used to fund a COVID-19 UBI program.,windfall make from pandemic large corporation taxed use to fund covid19 ubi program,100,large
1.3047708387350733e+18,14362766.0,saturday september 12th ontario covid19 risk assessment update   school risk assessment  there is a  chance of encountering an infection today in a classroom or school of size in region   gathering risk assessment  46,"SATURDAY, SEPTEMBER 12th: Ontario COVID-19 Risk Assessment Update

🏫 SCHOOL RISK ASSESSMENT 
There is a ___% chance of encountering an infection TODAY in a classroom or school of (SIZE) in (REGION)

🎊 GATHERING RISK ASSESSMENT

...4/6 https://t.co/yNoGVqZjxb",saturday september 12th ontario covid19 risk assessment update school risk assessment chance encounter infection today classroom school size region gathering risk assessment 46,100,gathering
1.3047819606407496e+18,27067896.0,ask dr powell when i travel what can i do at the airport to flysafe  covid19 readytofly,"Ask Dr. Powell🩺: When I #travel, what can I do at the airport to #FlySafe?

#COVID19 #ReadyToFly https://t.co/60LTE8iisg",ask dr powell travel do at the airport to flysafe covid19 readytofly,100,travel
1.3047325190031237e+18,8.778328788301373e+17,travelling to gujarat do not miss out these latest statewise quarantine guidelines updated on 08092020  note please check respective state govt websites before making the final travelrelated decision travelsafetravelmindfully,"Travelling to Gujarat?
Do not miss out these latest state-wise quarantine guidelines (updated on 08.09.2020). 
Note: Please check respective State Govt. websites before making the final travel-related decision.
#TravelSafeTravelMindfully https://t.co/cpyoj7Achk",travel to gujarat do miss out late statewise quarantine guideline update 08092020 note please check respective state govt website make the final travelrelated decision travelsafetravelmindfully,100,travel
1.3047531127380828e+18,7.554995579333715e+17,i work in a large teaching hospital we have very few patients hospitalized with covid right now from the fake news you’d think the hospitals were overflowing front line healthcare workers need to start being vocal about the facts no more,@NolaNurseRN I work in a large teaching hospital. We have very few patients hospitalized with Covid right now. From the fake news you’d think the hospitals were overflowing. Front line healthcare workers need to start being vocal about the facts! No more 😷!,work large teach hospital patient hospitalize covid right from the fake news  think the hospital overflow front line healthcare worker need to start vocal the fact no,100,large
1.3047818158534574e+18,1360615250.0,watch february 2020 video features joe biden telling his rally crowd “it’s not time to panic about coronavirus”  joe told his superspreader rallygoers not to panic about coronavirus back in february via,"WATCH: February 2020 Video Features Joe Biden Telling His Rally Crowd “It’s Not Time to Panic About Coronavirus” - Joe told his super-spreader rallygoers not to ""panic"" about Coronavirus back in February https://t.co/UumEs0lagB via @robmaness",watch february 2020 video feature joe biden tell rally crowd   time to panic coronavirus  joe told superspreader rallygoers to panic coronavirus back february via,100,crowd
1.304731794097541e+18,1.1992303808361062e+18,crowds rally in new zealands auckland against coronavirus lockdown,Crowds rally in New Zealand's Auckland against coronavirus lockdown https://t.co/a5yNTopVxj,crowd rally new zealand auckland coronavirus lockdown,100,crowd
1.304785256986407e+18,29293281.0,there hasnt been one weekend that i have not seen an attractive person at party or large gathering with no mask on yall think the pretty protect you that much,"There hasn't been one weekend that I have not seen an ""attractive"" person at party, or large gathering with no mask on. Y'all think the pretty protect you that much?",hasnt one weekend see attractive person at party large gathering no mask yall think the pretty protect much,100,gathering
1.3047567807364997e+18,4446761654.0,hunger and malnutrition loom large over india as        the term welfare has vanished from bjps vocabulary   sorry state of affairs,"Hunger and malnutrition loom large over India as 𝐚𝐧𝐠𝐚𝐧𝐰𝐚𝐝𝐢𝐬 𝐬𝐭𝐚𝐲 𝐬𝐡𝐮𝐭 𝐚𝐦𝐢𝐝 𝐜𝐨𝐫𝐨𝐧𝐚𝐯𝐢𝐫𝐮𝐬 𝐩𝐚𝐧𝐝𝐞𝐦𝐢𝐜

The term ""Welfare"" has vanished from BJP's vocabulary. 

Sorry state of affairs ! 

https://t.co/C647WwvtTk",hunger malnutrition loom large india the term welfare vanished from bjps vocabulary sorry state affair,100,large
1.3047321760726753e+18,8.778328788301373e+17,travelling to uttar pradesh do not miss out these latest statewise quarantine guidelines updated on 08092020  note please check respective state govt websites before making the final travelrelated decision travelsafetravelmindfully,"Travelling to Uttar Pradesh?
Do not miss out these latest state-wise quarantine guidelines (updated on 08.09.2020). 
Note: Please check respective State Govt. websites before making the final travel-related decision.
#TravelSafeTravelMindfully https://t.co/Cioh6eixW5",travel to uttar pradesh do miss out late statewise quarantine guideline update 08092020 note please check respective state govt website make the final travelrelated decision travelsafetravelmindfully,100,travel
1.3047848428114862e+18,175495448.0,this mexican independence day protect yourself those you love and your community from covid19  celebrate at home with members of your household or join a virtual gettogether  avoid crossing the border for nonessential reasons,"This Mexican Independence Day protect yourself, those you love, and your community from #COVID19. 
Celebrate at home with members of your household or join a virtual get-together. 
Avoid crossing the border for nonessential reasons. https://t.co/dfKwjSzYkC https://t.co/jel1ecmqLu",mexican independence day protect love your community from covid19 celebrate at home member your household join virtual gettogether avoid cross the border nonessential reason,100,nonessential
1.3046400250117325e+18,15384969.0,the us had 1094 coronavirus deaths today  canada had zero  of course the us has more people if you scaled up canadas numbers to the larger us population then they would have had   writes on a pad of paper  still zero,"The U.S. had 1,094 Coronavirus deaths today.

Canada had zero.

Of course, the U.S. has more people. If you scaled up Canada's numbers to the larger U.S. population, then they would have had 

[writes on a pad of paper]

still zero.",the u 1094 coronavirus death today canada zero course the u people scale canada number to the large u population would writes pad paper still zero,100,large
1.3047806880094287e+18,9.49023014347268e+17,good news insurance companies are denying claims of people being tested for covid who aren’t even sick so hopefully soon we can stop doing unnecessary tests,"Good news, insurance companies are denying claims of people being tested for Covid who aren’t even sick. So hopefully soon we can stop doing unnecessary tests.",good news insurance company deny claim people test covid  even sick hopefully soon stop unnecessary test,100,unnecessary
1.3047850023752087e+18,7.995827554408612e+17,jiski vajah se students ko travel na krna pade or corona jada spread na ho km se km itni to samjhdr h na ke obe ka mtlb homebasedexam se h jisme paper by post emitra email whatsapp or university site se download krk solve kre amp decided time m submit b rahuljihelprajstudents,"Jiski vajah se students ko travel na krna pade or corona jada spread na ho.
Km se km itni to samjhdr h na ke OBE ka mtlb HomeBasedExam se h jisme paper by Post Emitra Email Whatsapp or University Site se download krk solve kre &amp; decided time m submit b
#Rahul_Ji_Help_Raj_Students",jiski vajah se student ko travel na krna pade corona jada spread na ho km se km itni to samjhdr h na ke obe ka mtlb homebasedexam se h jisme paper post emitra email whatsapp university site se download krk solve kre amp decide time submit b rahuljihelprajstudents,100,travel
1.3047669649346191e+18,399571556.0,black travel influencers are keeping travel and tourism alive during the pandemic  stay up to date on the best places to travel by connecting with  on instagram  blackandtraveling travelnoir buyblack blacktravelagents,"Black Travel Influencers are keeping travel and tourism alive during the pandemic.

Stay up to date on the best places to travel by connecting with @lime_vibe_travel on Instagram.

#BlackandTraveling #TravelNoir #BuyBlack #BlackTravelAgents https://t.co/8b80z2RBxS",black travel influencers keep travel tourism alive the pandemic stay to date the best place to travel connect instagram blackandtraveling travelnoir buyblack blacktravelagents,100,travel
