id,user_id,extended_tweet_full_text,extended_tweet_full_text_duplicate,final,final_score,final_keyword_match
1.3047858162045952e+18,2310344922.0,time to once and for all end the scamdemic covid is a hoax and a joke must end all lockdowns and mandates related to covid,@drdavidsamadi Time to once and for all end the scamdemic!! Covid is a hoax and a joke!! Must end all lockdowns and mandates related to Covid!!,time to end the scamdemic covid hoax joke must end lockdown mandate related to covid,100,end
1.3047858237625836e+18,7.922955275010048e+17,ah yeah we’re bored of this pandemic that’s caused x50000 benghazi deaths and x70 911 deaths gopdeathcult,"@IngrahamAngle Ah yeah. We’re bored of this pandemic that’s caused x50,000 Benghazi deaths and x70 9-11 deaths. #GOPdeathcult",ah yeah  bore pandemic  cause x50000 benghazi death x70 911 death gopdeathcult,100,bore
1.3047858057269862e+18,1.290641291278074e+18,that will be a good result for the nwo agenda sadly i am sorry that you would even consider that a valid option i am hoping that communities of people opposing the vaccine will spring up and so i can live among the free,@NarrowboatBaker @TheFreePeopleA1 That will be a good result for the NWO agenda sadly. I am sorry that you would even consider that a valid option. I am hoping that communities of people opposing the vaccine will spring up and so I can live among the free,good result the nwo agenda sadly sorry would even consider valid option hop community people oppose the vaccine spring live among the free,100,end
1.3047858317738353e+18,227956885.0,yeah you put mascara on and then when you hold the heated wand thing against the lashes the mascara melts a bit and holds them in place it’s not super hot i was a bit worried about heat that close to my eye but it’s not hair straightener hot,"@willowHart Yeah, you put mascara on and then when you hold the heated wand thing against the lashes, the mascara melts a bit and holds them in place. It’s not super hot. I was a bit worried about heat that close to my eye, but it’s not hair straightener hot.",yeah put mascara hold the heat wand thing the lash the mascara melt bit hold place  super hot bit worried heat close to eye  hair straightener hot,100,scar
1.304785844482392e+18,1.2507614234095124e+18,catalans rally for independence despite health warnings barcelona wearing face masks thousands of catalans on friday staged dozens of small protests calling for the region’s independence from spain despite warnings from health officials to avoid…,"Catalans Rally for Independence Despite Health Warnings: BARCELONA—Wearing face masks, thousands of Catalans on Friday staged dozens of small protests calling for the region’s independence from Spain despite warnings from health officials to avoid… https://t.co/MWRpGOl4mQ",catalan rally independence despite health warning barcelona wear face mask thousand catalan friday stag dozen small protest call the region  independence from spain despite warning from health official to avoid…,100,end
1.3047858611422167e+18,219775240.0,us corporations continue sending jobs abroad during pandemic,US corporations continue sending jobs abroad during pandemic https://t.co/f55Y1lmhxG,u corporation continue send job abroad pandemic,100,end
1.304785861440086e+18,2509021242.0,brits warned against party weekend as uk on edge of losing control of covid19,"Brits warned against party weekend as UK 'on edge of losing control' of Covid-19

https://t.co/OdlCWjS1Uy",brit warn party weekend uk edge lose control covid19,100,end
1.3047858834937856e+18,1.2088231079323156e+18,greg why aren’t you down playing the violence you said you agreed with trump on downplaying covid as not to scare people,@greggutfeld Greg why aren’t you down playing the violence... You said you agreed with Trump on downplaying covid as not to scare people 🤔🤔🤔,greg  play the violence say agree trump downplay covid to scare people,100,scar
1.304785887583236e+18,108173110.0,if the law requires patrons to wear masks amp this shopper refuses to wear a mask thereby endangering everyone in the store its as lethal as an ak47 then he should be barred no one has the right to endanger others  persist resist rage retweet,"@TrichDee @DisparatePost @DianeDenizen @JoeMcGeez @askeamonn If the law requires patrons to wear masks &amp; this shopper REFUSES to wear a mask, thereby endangering EVERYONE in the store (it's as lethal as an AK47), then he should be barred. NO ONE HAS THE RIGHT TO ENDANGER OTHERS!

PERSIST! RESIST! RAGE! RETWEET!",the law require patron to wear mask amp shopper refuse to wear mask thereby endanger everyone the store lethal ak47 bar no one the right to endanger others persist resist rage retweet,100,end
1.3047859025316823e+18,21240309.0,doctors recommend cardiac screening tests for athletes who have recovered from covid19 after a small study found heart damage in 1 in 7 college competitors via,Doctors recommend cardiac screening tests for athletes who have recovered from Covid-19 after a small study found heart damage in 1 in 7 college competitors https://t.co/CmYj0RK0x0 via @technology,doctor recommend cardiac screen test athlete recover from covid19 small study found heart damage 1 7 college competitor via,100,end
1.3047859061094195e+18,1475369288.0,you knew how dangerous the virus was but you lied and it cost 200k lives and you wanted to force people to send their kids to school knowing it was dangerous just sayin,@realDonaldTrump You knew how dangerous the virus was but you lied and it cost 200k lives AND you wanted to force people to send their kids to school knowing it was dangerous. Just sayin!,knew dangerous the virus lie cost 200k life want to force people to send kid to school know dangerous sayin,100,end
1.3047859094229197e+18,228415397.0,it’s so crazy to me that i’m terrified and stressed about this pandemic not being over for another year meanwhile some ppl already believe it’s over and are living like normal again and travelinggoing out every chance they can,it’s so crazy to me that i’m terrified and stressed about this pandemic not being over for another year meanwhile some ppl already believe it’s over and are living like normal again and traveling/going out every chance they can, crazy to  terrify stress pandemic another year meanwhile ppl already believe  living like normal travelinggoing out every chance,100,stress
1.3047859116291973e+18,3852305962.0,total lockdown by end of september       coronavirus uk at a turning point as sharp covid rise sees eight million britons facing tougher lockdown  uk news  sky news,TOTAL LOCKDOWN by end of September.       Coronavirus: 'UK at a turning point' as sharp COVID rise sees eight million Britons facing tougher lockdown | UK News | Sky News https://t.co/MknXTQzuRz,total lockdown end september coronavirus uk at turn point sharp covid rise see eight million briton face tougher lockdown uk news sky news,100,end
1.3047859303524352e+18,869352865.0,i hope this pandemic will end,i hope this pandemic will end,hope pandemic end,100,end
1.3047859383467213e+18,7.438554467635731e+17,birthday weekend what’s uuuuuup gonna really splurge this year and get some n95 masks because daaaaymn that air quality is terrible dabs,"Birthday weekend what’s UUUUUUP!! Gonna really splurge this year and get some N95 masks because DAAAAYMN that air quality is terrible! *dabs*

🖤💛🖤💛",birthday weekend  uuuuuup gon na really splurge year get n95 mask daaaaymn air quality terrible dab,100,end
1.3047859484131697e+18,251601729.0,23 if you move you have to reregister and the house you used to live in will have got a letter to see who still lives there as for sending ballots to deceased shows how incompetent your system is  voting in person is antiquated in todays society in the midst of a pandemic,@realDonaldTrump 2/3 If you move you have to re-register and the house you used to live in will have got a letter to see who still lives there as for sending ballots to deceased shows how incompetent your system is.  Voting in person is antiquated in todays society in the midst of a pandemic.,23 move to reregister the house use to live get letter to see still life send ballot to decease show incompetent your system voting person antiquate today society the midst pandemic,100,end
1.3047859721277276e+18,1.1469700481305108e+18,there’s still a pandemic out there and the recommendations are to stay inside your home with this air not to eatworkplay outside,"@realYDB @GavinNewsom There’s still a pandemic out there, and the recommendations are to stay inside your home with this air not to eat/work/play outside.", still pandemic out the recommendation to stay inside your home air to eatworkplay outside,100,end
1.3047859762004337e+18,3107860870.0,opened the door to some seller people and bare in mind one of them is a proper fit lad and my top literally blows up and my mascara i thought i lost had fell out of my bra  how was your day,Opened the door to some seller people and bare in mind one of them is a proper fit lad and my top literally blows up and my mascara I thought I lost had fell out of my bra 🙃🙃 how was your day?😂,open the door to seller people bare mind one proper fit lad top literally blow mascara thought lose fell out bra your day,100,scar
1.304785982332506e+18,1.2782484638059397e+18,its just another excuse to cause frustration and stress on an already suffering public they can then blame covid on the toll this will take on people’s physical and mental health,@Stu_Garner @cjsnowdon Its just another excuse to cause frustration and stress on an already suffering public. They can then blame Covid on the toll this will take on people’s physical and mental health.,another excuse to cause frustration stress already suffer public blame covid the toll take people  physical mental health,100,stress
1.3047859864469747e+18,219775240.0,us corporations continue sending jobs abroad during pandemic what happened to america first,"US corporations continue sending jobs abroad during pandemic.
What happened to America First? https://t.co/f55Y1lmhxG",u corporation continue send job abroad pandemic happen to america first,100,end
1.3047859945672947e+18,242641381.0,nebraska to end nearly all social distancing restrictions,Nebraska to end nearly all social distancing restrictions https://t.co/s9pq1YXQxF,nebraska to end nearly social distance restriction,100,end
1.3047859979017623e+18,1.2687191704867635e+18,your dog is wondering why you wear a mask outside with nobody around plus you already caught the scare virus did you forget   epic moron youre an epic moron,"@GovTimWalz Your dog is wondering why you wear a mask outside with nobody around. Plus you already caught the scare virus, did you forget??? 

Epic MORON. You're an EPIC MORON.",your dog wonder wear mask outside nobody around plus already caught the scare virus forget epic moron youre epic moron,100,scar
1.3047860064665313e+18,113487624.0,im in the middle of selling a house as well the market is insane right now and there is no end in sight inspite of the virus only the lucky few are able to break into the market right now,"@HFX @hfxgov I'm in the middle of selling a house as well, the market is insane right now and there is no end in sight inspite of the virus. Only the lucky few are able to break into the market right now",im the middle sell house well the market insane right no end sight inspite the virus the lucky able to break the market right,100,end
1.304786007750054e+18,342591853.0,you really are shameless i can’t imagine a lot of your constituents will be happy about your part in lobbying the bbc to put an end to the broadcasting of coronavirus briefings some of the elderly and most vulnerable in our society relied on the information provided each day,@jackiebmsp You really are shameless. I can’t imagine a lot of your constituents will be happy about your part in lobbying the BBC to put an end to the broadcasting of coronavirus briefings. Some of the elderly and most vulnerable in our society relied on the information provided each day.,really shameless  imagine lot your constituent happy your part lobbying the bbc to put end to the broadcasting coronavirus briefing the elderly vulnerable society rely the information provide day,100,end
1.304786011214545e+18,592062012.0,thats exactly what the house dfl voted on yesterday and lets stop pretending yall dont talk to each other if the gops stance is that covid management is not a one size fits all issue in mn what statewide legislation should we expect to see minimal,"@SusanKentMN @SenateDFL That's exactly what the House DFL voted on yesterday and let's stop pretending ya'll don't talk to each other. If the GOP's stance is that COVID management is not a ""one size fits all"" issue in MN, what statewide legislation should we expect to see? Minimal!",thats exactly the house dfl vote yesterday let stop pretend yall dont talk to the gop stance covid management one size fit issue mn statewide legislation expect to see minimal,100,end
1.304786029006721e+18,34440470.0,it’s the weekend  wow covid19 covid19 covid punny,It’s the weekend - wow! #covid19 #covid_19 #covid #punny https://t.co/QSrW5v5oeZ, the weekend wow covid19 covid19 covid punny,100,end
1.3047860337001513e+18,1.299542911445594e+18,how long are you gonna go on pretending you know what you’re talking about he didn’t ban travel from anywhere but china after that briefing how do you think the virus got here he didn’t expand the travel ban to europe until mid march when we were already in  a pandemic,@RakeLark @kcvail @brianstelter How long are you gonna go on pretending you know what you’re talking about. He didn’t ban travel from anywhere but China after that briefing. How do you think the virus got here. He didn’t expand the travel ban to Europe until mid March when we were already in  a pandemic. https://t.co/dFe5LYXd3H,long gon na go pretend know  talk  ban travel from anywhere china briefing do think the virus get  expand the travel ban to europe mid march already pandemic,100,end
1.304786045410652e+18,9.319941752681554e+17,what’s the story the piece hall in all its glory backtoschool theweekender piecehall piecehallhalifax history,What’s the story? The Piece Hall in all its Glory! #backtoschool #theweekender #piecehall #piecehallhalifax #history https://t.co/57V7DxSklu, the story the piece hall glory backtoschool theweekender piecehall piecehallhalifax history,100,end
1.3047860809993787e+18,107611011.0,home offices are a given but what other home trends have we seen amid the rise of covid check out this article for ideas,"Home offices are a given, but what other home trends have we seen amid the rise of COVID? Check out this article for ideas . https://t.co/UQs8FM5hVT",home office give home trend see amid the rise covid check out article idea,100,end
1.3047860894466048e+18,1.2907222089108398e+18,they can’t but you can point to trends and early signs of increased hospitalisations i don’t like the term ‘second wave’ though,@chrisfromyorks @ballysboy They can’t. But you can point to trends and early signs of increased hospitalisations. I don’t like the term ‘second wave’ though., point to trend early sign increase hospitalisation  like the term ‘ second wave  though,100,end
1.3047860949034844e+18,23999515.0,one of the big worries about the drop in lead testing is that it’s happening at a time when exposure to leadladen paint chips soil and dust in homes may be spiking because of stayathome orders during the pandemic,"One of the big worries about the drop in lead testing is that it’s happening at a time when exposure to lead-laden paint chips, soil and dust in homes may be spiking because of stay-at-home orders during the pandemic.

📝: @BrieZeltner https://t.co/tSnSSlm1eR",one the big worry the drop lead test  happen at time exposure to leadladen paint chip soil dust home may spike stayathome order the pandemic,100,worry
1.3047861115882332e+18,124473350.0,what a great look dictatordan sending in his stormtroopers to stop a few people walking around in fresh air amp displaying a few signs if it were a blm march no problem just let them do its not dangerous it is safe amp it is lawful because andrews changed no law covid19,"@7NewsMelbourne @cassiezervos What a great look. #DictatorDan sending in his stormtroopers to stop a few people walking around in fresh air &amp; displaying a few signs. If it were a BLM march, no problem. Just let them do. It's not dangerous, it is safe &amp; it is lawful because Andrews changed no law. #COVID19",great look dictatordan send stormtroopers to stop people walk around fresh air amp display sign blm march no problem let do dangerous safe amp lawful andrew change no law covid19,100,end
1.3047861329162647e+18,7.256766013047357e+17,i bet these are the vaccines millionaires amp billionaires in the us will be taking including everyone at trump administration amp gop members but dont worry as long as you refuse to take trump vaccines before and biden takes over in january americans are in good shape,"I bet these are the vaccines millionaires &amp; billionaires in the U.S. will be taking, including everyone at Trump administration &amp; GOP members. BUT don't worry, as long as you refuse to take Trump vaccines before AND Biden takes over in January, Americans are in good shape!!",bet the vaccine millionaire amp billionaire the u take include everyone at trump administration amp gop member dont worry long refuse to take trump vaccine biden take january american good shape,100,worry
1.304786135751688e+18,14353020.0,wide spread vaccination is how this ends natural herd immunity turns covid into a seasonal illness like the flu or a childhood illness like the measles,"@TimTravis2 @SWAtlasHoover Wide spread vaccination is how this ends. ""Natural"" herd immunity turns covid into a seasonal illness like the flu or a ""childhood"" illness like the measles.",wide spread vaccination end natural herd immunity turn covid seasonal illness like the flu childhood illness like the measles,100,end
1.304786138054488e+18,539655507.0,still don’t understand why everyone was racking up on paper towels and toilet paper in the beginning of the pandemic,Still don’t understand why everyone was racking up on paper towels and toilet paper in the beginning of the pandemic??,still  understand everyone rack paper towel toilet paper the begin the pandemic,100,toilet paper
1.3047861383271178e+18,1.2933064526318387e+18,what about the crime of murder  he knew in february covid19 more deadly than the flu highly contagious but trump told america they had nothing to worry about it would go away  he let us get infected he let thousands die for what thats murder,"@beckyllopez80 @realDonaldTrump What about the crime of murder?

He knew in February Covid-19 more deadly than the flu, highly contagious, but Trump told America they had ""nothing to worry about, it would go away.""

He let us get infected, he let thousands die, for WHAT? That's murder.",the crime murder knew february covid19 deadly the flu highly contagious trump told america nothing to worry would go away let u get infect let thousand die thats murder,100,worry
1.304786141237846e+18,94988793.0,its not gonna end according to researchers its akin to flu it will always be here thats why we need vaccines like how we have vaccines for flu,"@dollylynnn it's not gonna end, according to researchers it's akin to flu. it will always be here, that's why we need vaccines like how we have vaccines for flu 😅",gon na end accord to researcher akin to flu always thats need vaccine like vaccine flu,100,end
1.3047861558005391e+18,503746699.0,i think it depends where you live where i live on the nhvt border everyone wears masks and it is the same in massachusetts where i recently visited we are doing well but holding my breath for school and college reopening that will be the real test,@mdnij34 I think it depends where you live. Where I live on the NH/VT border everyone wears masks and it is the same in Massachusetts where I recently visited. We are doing well- but holding my breath for school and college reopening. That will be the real test.,think depends live live the nhvt border everyone wear mask the massachusetts recently visit well hold breath school college reopen the real test,100,end
1.3047861774808228e+18,8.554079055997665e+17,not even once a year it would be a miracle if i touch mascara too now,@jjksparkles Not even once a year. It would be a miracle if I touch mascara too now.,even year would miracle touch mascara,100,scar
1.304786181692035e+18,193475036.0,might as well end the season now because of covid,@10akhil Might as well end the season now because of Covid.,might well end the season covid,100,end
1.304786185445933e+18,3164705941.0,for your weekend musical break lets stay together quarantine style from mike mcdonald amp other st louis esp ferguson musicians from yesterday amp today,".@WaltSchaub @SethAbramson For your weekend musical break: ""Let's Stay Together"" quarantine style from Mike McDonald &amp; other St. Louis (esp. Ferguson) musicians from yesterday &amp; today.
https://t.co/hp5Bcvdkpm",your weekend musical break let stay together quarantine style from mike mcdonald amp st louis esp ferguson musician from yesterday amp today,100,end
1.3047861898373816e+18,1.2708579488357868e+18,hes the president hes no leader  hes a perpetual liar he lied about covid not because he was trying to prevent panic but for his own political gain he isnt trying to keep people calm he incites idiots to go out and cause chaos hes destroying the nation you defended,"@ProudIrishCher1 @2ndATexan @shalizzi @NRA @JoeBiden He's the President he's no leader. 
He's a perpetual liar. He lied about Covid not because he was trying to prevent panic but for his own political gain. He isn't trying to keep people calm, he incites idiots to go out and cause chaos. He's destroying the nation you defended.",he the president he no leader he perpetual liar lie covid try to prevent panic political gain isnt try to keep people calm incites idiot to go out cause chaos he destroy the nation defend,100,end
1.3047862219237908e+18,1.2221361853609165e+18,if biden does test positive it will be blamed on trump for sending pence to bump his contagious elbow with joe’s,@RealAm3ricanDAD @aloverofblue If Biden does test positive it will be blamed on Trump for sending Pence to bump his contagious elbow with Joe’s.,biden test positive blame trump send penny to bump contagious elbow joe ,100,end
1.304786225577046e+18,1.2582193015149445e+18,better research just what your family and friends will go thru with a possible inaccurate positive test  20 out of a 100 even the manfacturer admits possible wrong  if not sick why even put yourself through it,@OHdeptofhealth Better research just what your family and friends will go thru with a possible inaccurate positive test.  20 out of a 100 even the manfacturer admits possible wrong.  If not sick why even put yourself through it.,well research your family friend go thru possible inaccurate positive test 20 out 100 even the manfacturer admits possible wrong sick even put,100,end
1.3047862348421284e+18,827273082.0,sir please extend the last date due to covid19  the emps has not submitted there option certificate and many department has not published the orders till now kindly issue an amendment so that who are affected can avail the benefits of ops,"@DrJitendraSingh  Sir please extend the last date due to #COVIDー19  the emps has not submitted there option certificate and
Many department has not published the orders till now.
Kindly issue an amendment so that who are affected can avail the benefits of #OPS @PIBPersMin",sir please extend the last date due to covid19 the emps submit option certificate many department publish the order till kindly issue amendment affected avail the benefit ops,100,end
1.3047862484192133e+18,1.2947641112812462e+18,why my parents so stressed about school it’s a fucking global pandemic outside,Why my parents so stressed about school it’s a FUCKING GLOBAL PANDEMIC OUTSIDE,parent stress school  fuck global pandemic outside,100,stress
1.304786250608644e+18,1.0523171512673812e+18,isnt that mascara just with a different colour,@immapinata isn't that mascara just with a different colour?,isnt mascara different colour,100,scar
1.3047862714039951e+18,7.228744938283581e+17,in our class my colleague teaches about four flawed strategies humans tend toward in the face of their mortality erasing death softening death hardening themselves sharpening the pain we applied it to covid yesterday yep,"In our class, my colleague teaches about four (flawed) strategies humans tend toward in the face of their mortality: Erasing death, Softening death, Hardening (themselves), Sharpening the pain. We applied it to CoVID yesterday. Yep.",class colleague teach four flaw strategy human tend toward the face mortality erase death soften death harden sharpen the pain apply to covid yesterday yep,100,end
1.30478628311432e+18,238498701.0,scary numbers people are still not taking pandemic seriously,"@sujayaparvathy Scary numbers, people are still not taking pandemic seriously . .",scary number people still take pandemic seriously,100,scar
1.3047862949632e+18,1.30406491515861e+18,im selling butterfly face mask extender  extension  ear savers  connector  adapter for rm500 get it on shopee now shopeemy,I'm selling Butterfly Face Mask Extender / Extension / Ear Savers / Connector / Adapter for RM5.00. Get it on Shopee now! https://t.co/j2ocCDE51e #ShopeeMY https://t.co/jCUnWadF5P,im sell butterfly face mask extender extension ear saver connector adapter rm500 get shopee shopeemy,100,end
1.304786295097561e+18,8.316614174933156e+17,please help out our friend who has to quarantine with covid,"Please help out our friend who has to quarantine with COVID 💕

https://t.co/erBzsTMsoV",please help out friend to quarantine covid,100,end
1.3047862985159803e+18,1.271195541230309e+18,they all will they seem more hysterical about this than the government if that were possible people like burgon seem to want us locked in our homes 247 until the end of time  to defeat the virus,"@_Be_free_i_be @LeProfMoriarty They all will. They seem more hysterical about this than the government, if that were possible. People like Burgon seem to want us locked in our homes, 24/7, until the end of time - to 'defeat' the virus.",seem hysterical the government possible people like burgon seem to want u lock home 247 the end time to defeat the virus,100,end
1.3047863085823304e+18,1654770775.0,good day we can assist from here please provide the number that you want us to bar and the one that you want to use so that we can send issue for execution tab maskup,"@Oldschoolvalue1 Good day, we can assist from here, please provide the number that you want us to bar and the one that you want to use so that we can send issue for execution. ^TAB #MaskUp",good day assist from please provide the number want u to bar the one want to use send issue execution tab maskup,100,end
1.3047863148947497e+18,3223517814.0,for anyone working from home i highly recommend these videos of cafe sounds they give you the feeling of being at a cafe and you can concentrate more    one example you can find more   wfh,"For anyone working from home, I highly recommend these videos of cafe sounds. They give you the feeling of being at a cafe and you can concentrate more. 
 
One example (you can find more):
https://t.co/kAqTu21Bsw

#WFH",anyone work from home highly recommend video cafe sound give the feel at cafe concentrate one example find wfh,100,end
1.3047863297551565e+18,29936694.0,all those spouting alllivesmatter and are now worried about christmascancelled need to sort themselves out  no one seemed to worry that eid and ramadan fell during lockdown if you dont class yourself as racist perhaps you should think about that,All those spouting #AllLivesMatter and are now worried about #Christmascancelled need to sort themselves out.  No one seemed to worry that #Eid and #Ramadan fell during #lockdown. If you don't class yourself as racist perhaps you should think about that...,spout alllivesmatter worried christmascancelled need to sort out no one seem to worry eid ramadan fell lockdown dont class racist perhaps think,100,worry
1.3047863368769167e+18,1454530994.0,1999  bitch thankful ako naging friends tayo and im looking forward for more adventures youre mysterious and thats interesting keep on posting your tiktoks youre doing great drive safe palagi and stay covid free badi,"1999

Bitch thankful ako naging friends tayo, and I'm looking forward for more adventures. You're mysterious and that's interesting. Keep on posting your tiktoks, you're doing great. Drive safe palagi and stay covid free badi.",1999 bitch thankful ako nag friend tayo im look forward adventure youre mysterious thats interest keep post your tiktoks youre great drive safe palagi stay covid free badi,100,end
1.3047863436215214e+18,1.0859989457703156e+18,liberals lie liberal governors put covid positive patients in nursing homes dumbass your lies dont work  liberal sky is falling  liberals try to scare race bait cause chaos from all the lies cant govern shit or bill to help would be done wtf we see,@LeftySr @sidneycade2 @lwburwell @DonaldJTrumpJr LIBERALS LIE. LIBERAL GOVERNORS PUT COVID POSITIVE PATIENTS IN NURSING HOMES.. DUMBASS. YOUR LIES DONT WORK.  LIBERAL SKY IS FALLING.  LIBERALS TRY TO SCARE.. RACE BAIT. CAUSE CHAOS FROM ALL THE LIES. CANT GOVERN SHIT OR BILL TO HELP WOULD BE DONE. .WTF. WE SEE,liberal lie liberal governor put covid positive patient nursing home dumbass your lie dont work liberal sky fall liberal try to scare race bait cause chaos from the lie cant govern shit bill to help would do wtf see,100,scar
1.3047863453745723e+18,22832095.0,if the team gets into uwcl there might be a chance they stay through 2021 calendar year who knows how the us is going to ever get over covid so theres that too its a mess here right now,"@GuitarShredUK @natalie_17 If the team gets into UWCL, there might be a chance they stay through 2021 calendar year. Who knows how the US is going to ever get over Covid, so there's that too. It's a mess here right now.",the team get uwcl might chance stay 2021 calendar year know the u go to ever get covid there mess right,100,end
1.304786346200961e+18,1.2388304746314916e+18,the next web how to enjoy movies games and more with friends online while social distancing   coronavirus friendships socializing,"The Next Web: How to enjoy movies, games and more with friends online while social distancing - https://t.co/nLicwwXELi  #coronavirus #friendships #socializing",the next web to enjoy movie game friend online social distance coronavirus friendship socialize,100,end
1.304786351548752e+18,366971334.0,inglesby tv nuzzo jb o’toole t and henderson da 2006 disease mitigation measures in the control of pandemic influenza biosecurity and bioterrorism volume 4 number 4 36675 doi 101089bsp20064366 pubmed pmid 17238820,"@ColellaFred @boriquagato @LaffersNapkin Inglesby, T.V., Nuzzo, J.B., O’Toole, T. and Henderson, D.A. (2006). Disease Mitigation Measures in the Control of Pandemic Influenza. Biosecurity and Bioterrorism. Volume 4, Number 4, 366-75. doi: 10.1089/bsp.2006.4.366. PubMed PMID: 17238820",inglesby tv nuzzo jb  toole henderson da 2006 disease mitigation measure the control pandemic influenza biosecurity bioterrorism volume 4 number 4 36675 doi 101089bsp20064366 pubmed pmid 17238820,100,end
1.3047863569090847e+18,1.2428874873133916e+18,scotland coronavirus covid19 infection trend datasource scottish government coronavirus scotland corona covid19 covid19uk,Scotland Coronavirus (COVID-19) infection trend (datasource: Scottish Government) #coronavirus #Scotland #Corona #covid19 #Covid19UK https://t.co/LcrXcL4FzQ,scotland coronavirus covid19 infection trend datasource scottish government coronavirus scotland corona covid19 covid19uk,100,end
1.3047863684895662e+18,987539370.0,is dabo scared he is gonna catch covid through his eyes as well,Is Dabo scared he is gonna catch Covid through his eyes as well? https://t.co/DFFYuLMsng,dabo scar gon na catch covid eye well,100,scar
1.3047863894525583e+18,455860466.0,today covid tested report pending,Today covid tested report pending. https://t.co/wOzHddykCd,today covid test report pending,100,end
